tname	annotation	tfgenename	tfcount	rgenename	rcount	nprttype
Head	adult brain perineurial glial cell	Atac3	77	sNPF	77	np
Head	adult brain perineurial glial cell	BtbVII	83	sNPF	83	np
Head	adult brain perineurial glial cell	CG16779	16	AstA	16	np
Head	adult brain perineurial glial cell	CG16779	12	AstC	12	np
Head	adult brain perineurial glial cell	CG16779	83	sNPF	83	np
Head	adult brain perineurial glial cell	CG44247	30	AstA	30	np
Head	adult brain perineurial glial cell	CG44247	22	AstC	22	np
Head	adult brain perineurial glial cell	CG44247	7	FMRFa	7	np
Head	adult brain perineurial glial cell	CG44247	153	sNPF	153	np
Head	adult brain perineurial glial cell	Cf2	83	sNPF	83	np
Head	adult brain perineurial glial cell	Clk	83	sNPF	83	np
Head	adult brain perineurial glial cell	CrebB	83	sNPF	83	np
Head	adult brain perineurial glial cell	E2f1	12	AstC	12	np
Head	adult brain perineurial glial cell	E2f1	83	sNPF	83	np
Head	adult brain perineurial glial cell	Ets96B	5	NPF	5	np
Head	adult brain perineurial glial cell	Hr38	81	sNPF	81	np
Head	adult brain perineurial glial cell	Kdm4B	83	sNPF	83	np
Head	adult brain perineurial glial cell	Lim3	16	AstA	16	np
Head	adult brain perineurial glial cell	Lim3	83	sNPF	83	np
Head	adult brain perineurial glial cell	Mef2	132	sNPF	132	np
Head	adult brain perineurial glial cell	Mnt	12	AstC	12	np
Head	adult brain perineurial glial cell	Psi	83	sNPF	83	np
Head	adult brain perineurial glial cell	Rbp6	83	sNPF	83	np
Head	adult brain perineurial glial cell	Rfx	12	AstC	12	np
Head	adult brain perineurial glial cell	Rfx	5	NPF	5	np
Head	adult brain perineurial glial cell	Rfx	83	sNPF	83	np
Head	adult brain perineurial glial cell	Rx	16	AstA	16	np
Head	adult brain perineurial glial cell	Rx	5	NPF	5	np
Head	adult brain perineurial glial cell	SREBP	7	Capa	7	np
Head	adult brain perineurial glial cell	Scr	4	FMRFa	4	np
Head	adult brain perineurial glial cell	Six4	12	AstC	12	np
Head	adult brain perineurial glial cell	Six4	83	sNPF	83	np
Head	adult brain perineurial glial cell	Sox21a	83	sNPF	83	np
Head	adult brain perineurial glial cell	Tet	16	AstA	16	np
Head	adult brain perineurial glial cell	Tet	83	sNPF	83	np
Head	adult brain perineurial glial cell	TfAP-2	14	AstA	14	np
Head	adult brain perineurial glial cell	Trf2	83	sNPF	83	np
Head	adult brain perineurial glial cell	Vsx1	16	AstA	16	np
Head	adult brain perineurial glial cell	Vsx2	26	AstA	26	np
Head	adult brain perineurial glial cell	bru3	16	AstA	16	np
Head	adult brain perineurial glial cell	crp	83	sNPF	83	np
Head	adult brain perineurial glial cell	cyc	71	sNPF	71	np
Head	adult brain perineurial glial cell	dimm	16	AstA	16	np
Head	adult brain perineurial glial cell	dimm	12	AstC	12	np
Head	adult brain perineurial glial cell	dimm	9	Crz	9	np
Head	adult brain perineurial glial cell	dimm	5	NPF	5	np
Head	adult brain perineurial glial cell	dimm	2	natalisin	2	np
Head	adult brain perineurial glial cell	dimm	83	sNPF	83	np
Head	adult brain perineurial glial cell	ey	83	sNPF	83	np
Head	adult brain perineurial glial cell	fkh	83	sNPF	83	np
Head	adult brain perineurial glial cell	ftz-f1	14	Capa	14	np
Head	adult brain perineurial glial cell	hth	32	AstA	32	np
Head	adult brain perineurial glial cell	hth	158	sNPF	158	np
Head	adult brain perineurial glial cell	luna	83	sNPF	83	np
Head	adult brain perineurial glial cell	nub	3	FMRFa	3	np
Head	adult brain perineurial glial cell	onecut	126	sNPF	126	np
Head	adult brain perineurial glial cell	pb	83	sNPF	83	np
Head	adult brain perineurial glial cell	scrt	7	Capa	7	np
Head	adult brain perineurial glial cell	sima	83	sNPF	83	np
Head	adult brain perineurial glial cell	slou	83	sNPF	83	np
Head	adult brain perineurial glial cell	sr	22	AstC	22	np
Head	adult brain perineurial glial cell	sr	6	FMRFa	6	np
Head	adult brain perineurial glial cell	sr	142	sNPF	142	np
Head	adult brain perineurial glial cell	svp	114	sNPF	114	np
Head	adult brain perineurial glial cell	toy	133	sNPF	133	np
Head	adult fat body	Atac3	4	sNPF	4	np
Head	adult fat body	BtbVII	4	sNPF	4	np
Head	adult fat body	CG16779	1	AstC	1	np
Head	adult fat body	CG16779	4	sNPF	4	np
Head	adult fat body	CG44247	2	AstC	2	np
Head	adult fat body	CG44247	8	sNPF	8	np
Head	adult fat body	Cf2	4	sNPF	4	np
Head	adult fat body	Clk	4	sNPF	4	np
Head	adult fat body	CrebB	4	sNPF	4	np
Head	adult fat body	E2f1	1	AstC	1	np
Head	adult fat body	E2f1	4	sNPF	4	np
Head	adult fat body	Hr38	4	sNPF	4	np
Head	adult fat body	Kdm4B	4	sNPF	4	np
Head	adult fat body	Lim3	4	sNPF	4	np
Head	adult fat body	Mef2	7	sNPF	7	np
Head	adult fat body	Mnt	1	AstC	1	np
Head	adult fat body	Psi	4	sNPF	4	np
Head	adult fat body	Rbp6	4	sNPF	4	np
Head	adult fat body	Rfx	1	AstC	1	np
Head	adult fat body	Rfx	4	sNPF	4	np
Head	adult fat body	Six4	1	AstC	1	np
Head	adult fat body	Six4	4	sNPF	4	np
Head	adult fat body	Sox21a	4	sNPF	4	np
Head	adult fat body	Tet	4	sNPF	4	np
Head	adult fat body	Trf2	4	sNPF	4	np
Head	adult fat body	crp	4	sNPF	4	np
Head	adult fat body	cyc	2	sNPF	2	np
Head	adult fat body	dimm	1	AstC	1	np
Head	adult fat body	dimm	4	sNPF	4	np
Head	adult fat body	ey	4	sNPF	4	np
Head	adult fat body	fkh	4	sNPF	4	np
Head	adult fat body	hth	8	sNPF	8	np
Head	adult fat body	luna	4	sNPF	4	np
Head	adult fat body	onecut	6	sNPF	6	np
Head	adult fat body	pb	4	sNPF	4	np
Head	adult fat body	sima	4	sNPF	4	np
Head	adult fat body	slou	4	sNPF	4	np
Head	adult fat body	sr	2	AstC	2	np
Head	adult fat body	sr	8	sNPF	8	np
Head	adult fat body	svp	7	sNPF	7	np
Head	adult fat body	toy	8	sNPF	8	np
Head	adult lamina epithelial/marginal glial cell	Atac3	51	sNPF	51	np
Head	adult lamina epithelial/marginal glial cell	BtbVII	57	sNPF	57	np
Head	adult lamina epithelial/marginal glial cell	CG16779	5	AstA	5	np
Head	adult lamina epithelial/marginal glial cell	CG16779	7	AstC	7	np
Head	adult lamina epithelial/marginal glial cell	CG16779	57	sNPF	57	np
Head	adult lamina epithelial/marginal glial cell	CG32532	1	SIFa	1	np
Head	adult lamina epithelial/marginal glial cell	CG44247	8	AstA	8	np
Head	adult lamina epithelial/marginal glial cell	CG44247	14	AstC	14	np
Head	adult lamina epithelial/marginal glial cell	CG44247	6	FMRFa	6	np
Head	adult lamina epithelial/marginal glial cell	CG44247	104	sNPF	104	np
Head	adult lamina epithelial/marginal glial cell	Cf2	57	sNPF	57	np
Head	adult lamina epithelial/marginal glial cell	Clk	57	sNPF	57	np
Head	adult lamina epithelial/marginal glial cell	CrebB	57	sNPF	57	np
Head	adult lamina epithelial/marginal glial cell	E2f1	7	AstC	7	np
Head	adult lamina epithelial/marginal glial cell	E2f1	57	sNPF	57	np
Head	adult lamina epithelial/marginal glial cell	Ets96B	3	NPF	3	np
Head	adult lamina epithelial/marginal glial cell	Hr38	57	sNPF	57	np
Head	adult lamina epithelial/marginal glial cell	Kdm4B	57	sNPF	57	np
Head	adult lamina epithelial/marginal glial cell	Lim3	5	AstA	5	np
Head	adult lamina epithelial/marginal glial cell	Lim3	57	sNPF	57	np
Head	adult lamina epithelial/marginal glial cell	Mef2	84	sNPF	84	np
Head	adult lamina epithelial/marginal glial cell	Mnt	7	AstC	7	np
Head	adult lamina epithelial/marginal glial cell	Psi	57	sNPF	57	np
Head	adult lamina epithelial/marginal glial cell	Rbp6	57	sNPF	57	np
Head	adult lamina epithelial/marginal glial cell	Rfx	7	AstC	7	np
Head	adult lamina epithelial/marginal glial cell	Rfx	3	NPF	3	np
Head	adult lamina epithelial/marginal glial cell	Rfx	57	sNPF	57	np
Head	adult lamina epithelial/marginal glial cell	Rx	5	AstA	5	np
Head	adult lamina epithelial/marginal glial cell	Rx	3	NPF	3	np
Head	adult lamina epithelial/marginal glial cell	SREBP	1	Capa	1	np
Head	adult lamina epithelial/marginal glial cell	Scr	2	FMRFa	2	np
Head	adult lamina epithelial/marginal glial cell	Six4	7	AstC	7	np
Head	adult lamina epithelial/marginal glial cell	Six4	57	sNPF	57	np
Head	adult lamina epithelial/marginal glial cell	Sox21a	57	sNPF	57	np
Head	adult lamina epithelial/marginal glial cell	Tet	5	AstA	5	np
Head	adult lamina epithelial/marginal glial cell	Tet	57	sNPF	57	np
Head	adult lamina epithelial/marginal glial cell	TfAP-2	4	AstA	4	np
Head	adult lamina epithelial/marginal glial cell	Trf2	57	sNPF	57	np
Head	adult lamina epithelial/marginal glial cell	Vsx1	5	AstA	5	np
Head	adult lamina epithelial/marginal glial cell	Vsx2	9	AstA	9	np
Head	adult lamina epithelial/marginal glial cell	bru3	5	AstA	5	np
Head	adult lamina epithelial/marginal glial cell	crp	57	sNPF	57	np
Head	adult lamina epithelial/marginal glial cell	cyc	56	sNPF	56	np
Head	adult lamina epithelial/marginal glial cell	dimm	5	AstA	5	np
Head	adult lamina epithelial/marginal glial cell	dimm	7	AstC	7	np
Head	adult lamina epithelial/marginal glial cell	dimm	3	Crz	3	np
Head	adult lamina epithelial/marginal glial cell	dimm	3	NPF	3	np
Head	adult lamina epithelial/marginal glial cell	dimm	1	natalisin	1	np
Head	adult lamina epithelial/marginal glial cell	dimm	57	sNPF	57	np
Head	adult lamina epithelial/marginal glial cell	ey	57	sNPF	57	np
Head	adult lamina epithelial/marginal glial cell	fkh	57	sNPF	57	np
Head	adult lamina epithelial/marginal glial cell	ftz-f1	2	Capa	2	np
Head	adult lamina epithelial/marginal glial cell	hth	10	AstA	10	np
Head	adult lamina epithelial/marginal glial cell	hth	109	sNPF	109	np
Head	adult lamina epithelial/marginal glial cell	luna	57	sNPF	57	np
Head	adult lamina epithelial/marginal glial cell	nub	2	FMRFa	2	np
Head	adult lamina epithelial/marginal glial cell	onecut	88	sNPF	88	np
Head	adult lamina epithelial/marginal glial cell	pb	57	sNPF	57	np
Head	adult lamina epithelial/marginal glial cell	scrt	1	Capa	1	np
Head	adult lamina epithelial/marginal glial cell	sima	57	sNPF	57	np
Head	adult lamina epithelial/marginal glial cell	slou	57	sNPF	57	np
Head	adult lamina epithelial/marginal glial cell	sr	14	AstC	14	np
Head	adult lamina epithelial/marginal glial cell	sr	6	FMRFa	6	np
Head	adult lamina epithelial/marginal glial cell	sr	99	sNPF	99	np
Head	adult lamina epithelial/marginal glial cell	svp	80	sNPF	80	np
Head	adult lamina epithelial/marginal glial cell	toy	100	sNPF	100	np
Head	adult olfactory receptor neuron Gr21a/63a	Atac3	5	sNPF	5	np
Head	adult olfactory receptor neuron Gr21a/63a	BtbVII	5	sNPF	5	np
Head	adult olfactory receptor neuron Gr21a/63a	CG16779	5	sNPF	5	np
Head	adult olfactory receptor neuron Gr21a/63a	CG44247	9	sNPF	9	np
Head	adult olfactory receptor neuron Gr21a/63a	Cf2	5	sNPF	5	np
Head	adult olfactory receptor neuron Gr21a/63a	Clk	5	sNPF	5	np
Head	adult olfactory receptor neuron Gr21a/63a	CrebB	5	sNPF	5	np
Head	adult olfactory receptor neuron Gr21a/63a	E2f1	5	sNPF	5	np
Head	adult olfactory receptor neuron Gr21a/63a	Hr38	5	sNPF	5	np
Head	adult olfactory receptor neuron Gr21a/63a	Kdm4B	5	sNPF	5	np
Head	adult olfactory receptor neuron Gr21a/63a	Lim3	5	sNPF	5	np
Head	adult olfactory receptor neuron Gr21a/63a	Mef2	8	sNPF	8	np
Head	adult olfactory receptor neuron Gr21a/63a	Psi	5	sNPF	5	np
Head	adult olfactory receptor neuron Gr21a/63a	Rbp6	5	sNPF	5	np
Head	adult olfactory receptor neuron Gr21a/63a	Rfx	5	sNPF	5	np
Head	adult olfactory receptor neuron Gr21a/63a	Six4	5	sNPF	5	np
Head	adult olfactory receptor neuron Gr21a/63a	Sox21a	5	sNPF	5	np
Head	adult olfactory receptor neuron Gr21a/63a	Tet	5	sNPF	5	np
Head	adult olfactory receptor neuron Gr21a/63a	Trf2	5	sNPF	5	np
Head	adult olfactory receptor neuron Gr21a/63a	crp	5	sNPF	5	np
Head	adult olfactory receptor neuron Gr21a/63a	cyc	4	sNPF	4	np
Head	adult olfactory receptor neuron Gr21a/63a	dimm	5	sNPF	5	np
Head	adult olfactory receptor neuron Gr21a/63a	ey	5	sNPF	5	np
Head	adult olfactory receptor neuron Gr21a/63a	fkh	5	sNPF	5	np
Head	adult olfactory receptor neuron Gr21a/63a	hth	10	sNPF	10	np
Head	adult olfactory receptor neuron Gr21a/63a	luna	5	sNPF	5	np
Head	adult olfactory receptor neuron Gr21a/63a	onecut	5	sNPF	5	np
Head	adult olfactory receptor neuron Gr21a/63a	pb	5	sNPF	5	np
Head	adult olfactory receptor neuron Gr21a/63a	sima	5	sNPF	5	np
Head	adult olfactory receptor neuron Gr21a/63a	slou	5	sNPF	5	np
Head	adult olfactory receptor neuron Gr21a/63a	sr	8	sNPF	8	np
Head	adult olfactory receptor neuron Gr21a/63a	svp	7	sNPF	7	np
Head	adult olfactory receptor neuron Gr21a/63a	toy	8	sNPF	8	np
Head	adult optic chiasma glial cell	Atac3	5	sNPF	5	np
Head	adult optic chiasma glial cell	BtbVII	5	sNPF	5	np
Head	adult optic chiasma glial cell	CG16779	1	AstA	1	np
Head	adult optic chiasma glial cell	CG16779	2	AstC	2	np
Head	adult optic chiasma glial cell	CG16779	5	sNPF	5	np
Head	adult optic chiasma glial cell	CG44247	2	AstA	2	np
Head	adult optic chiasma glial cell	CG44247	4	AstC	4	np
Head	adult optic chiasma glial cell	CG44247	4	FMRFa	4	np
Head	adult optic chiasma glial cell	CG44247	9	sNPF	9	np
Head	adult optic chiasma glial cell	Cf2	5	sNPF	5	np
Head	adult optic chiasma glial cell	Clk	5	sNPF	5	np
Head	adult optic chiasma glial cell	CrebB	5	sNPF	5	np
Head	adult optic chiasma glial cell	E2f1	2	AstC	2	np
Head	adult optic chiasma glial cell	E2f1	5	sNPF	5	np
Head	adult optic chiasma glial cell	Hr38	5	sNPF	5	np
Head	adult optic chiasma glial cell	Kdm4B	5	sNPF	5	np
Head	adult optic chiasma glial cell	Lim3	1	AstA	1	np
Head	adult optic chiasma glial cell	Lim3	5	sNPF	5	np
Head	adult optic chiasma glial cell	Mef2	6	sNPF	6	np
Head	adult optic chiasma glial cell	Mnt	2	AstC	2	np
Head	adult optic chiasma glial cell	Psi	5	sNPF	5	np
Head	adult optic chiasma glial cell	Rbp6	5	sNPF	5	np
Head	adult optic chiasma glial cell	Rfx	2	AstC	2	np
Head	adult optic chiasma glial cell	Rfx	5	sNPF	5	np
Head	adult optic chiasma glial cell	Rx	1	AstA	1	np
Head	adult optic chiasma glial cell	Scr	2	FMRFa	2	np
Head	adult optic chiasma glial cell	Six4	1	AstC	1	np
Head	adult optic chiasma glial cell	Six4	5	sNPF	5	np
Head	adult optic chiasma glial cell	Sox21a	5	sNPF	5	np
Head	adult optic chiasma glial cell	Tet	1	AstA	1	np
Head	adult optic chiasma glial cell	Tet	5	sNPF	5	np
Head	adult optic chiasma glial cell	TfAP-2	1	AstA	1	np
Head	adult optic chiasma glial cell	Trf2	5	sNPF	5	np
Head	adult optic chiasma glial cell	Vsx1	1	AstA	1	np
Head	adult optic chiasma glial cell	Vsx2	2	AstA	2	np
Head	adult optic chiasma glial cell	bru3	1	AstA	1	np
Head	adult optic chiasma glial cell	crp	5	sNPF	5	np
Head	adult optic chiasma glial cell	cyc	5	sNPF	5	np
Head	adult optic chiasma glial cell	dimm	1	AstA	1	np
Head	adult optic chiasma glial cell	dimm	2	AstC	2	np
Head	adult optic chiasma glial cell	dimm	5	sNPF	5	np
Head	adult optic chiasma glial cell	ey	5	sNPF	5	np
Head	adult optic chiasma glial cell	fkh	5	sNPF	5	np
Head	adult optic chiasma glial cell	hth	2	AstA	2	np
Head	adult optic chiasma glial cell	hth	10	sNPF	10	np
Head	adult optic chiasma glial cell	luna	5	sNPF	5	np
Head	adult optic chiasma glial cell	onecut	7	sNPF	7	np
Head	adult optic chiasma glial cell	pb	5	sNPF	5	np
Head	adult optic chiasma glial cell	sima	5	sNPF	5	np
Head	adult optic chiasma glial cell	slou	5	sNPF	5	np
Head	adult optic chiasma glial cell	sr	4	AstC	4	np
Head	adult optic chiasma glial cell	sr	2	FMRFa	2	np
Head	adult optic chiasma glial cell	sr	7	sNPF	7	np
Head	adult optic chiasma glial cell	svp	8	sNPF	8	np
Head	adult optic chiasma glial cell	toy	9	sNPF	9	np
Head	adult reticular neuropil associated glial cell	Atac3	124	sNPF	124	np
Head	adult reticular neuropil associated glial cell	BtbVII	131	sNPF	131	np
Head	adult reticular neuropil associated glial cell	CG16779	9	AstA	9	np
Head	adult reticular neuropil associated glial cell	CG16779	15	AstC	15	np
Head	adult reticular neuropil associated glial cell	CG16779	131	sNPF	131	np
Head	adult reticular neuropil associated glial cell	CG32532	5	SIFa	5	np
Head	adult reticular neuropil associated glial cell	CG44247	17	AstA	17	np
Head	adult reticular neuropil associated glial cell	CG44247	29	AstC	29	np
Head	adult reticular neuropil associated glial cell	CG44247	4	FMRFa	4	np
Head	adult reticular neuropil associated glial cell	CG44247	245	sNPF	245	np
Head	adult reticular neuropil associated glial cell	Cf2	131	sNPF	131	np
Head	adult reticular neuropil associated glial cell	Clk	131	sNPF	131	np
Head	adult reticular neuropil associated glial cell	CrebB	131	sNPF	131	np
Head	adult reticular neuropil associated glial cell	E2f1	15	AstC	15	np
Head	adult reticular neuropil associated glial cell	E2f1	131	sNPF	131	np
Head	adult reticular neuropil associated glial cell	Ets96B	2	NPF	2	np
Head	adult reticular neuropil associated glial cell	Hr38	130	sNPF	130	np
Head	adult reticular neuropil associated glial cell	Kdm4B	131	sNPF	131	np
Head	adult reticular neuropil associated glial cell	Lim3	9	AstA	9	np
Head	adult reticular neuropil associated glial cell	Lim3	131	sNPF	131	np
Head	adult reticular neuropil associated glial cell	Mef2	184	sNPF	184	np
Head	adult reticular neuropil associated glial cell	Mnt	15	AstC	15	np
Head	adult reticular neuropil associated glial cell	Psi	131	sNPF	131	np
Head	adult reticular neuropil associated glial cell	Rbp6	131	sNPF	131	np
Head	adult reticular neuropil associated glial cell	Rfx	15	AstC	15	np
Head	adult reticular neuropil associated glial cell	Rfx	4	NPF	4	np
Head	adult reticular neuropil associated glial cell	Rfx	131	sNPF	131	np
Head	adult reticular neuropil associated glial cell	Rx	9	AstA	9	np
Head	adult reticular neuropil associated glial cell	Rx	4	NPF	4	np
Head	adult reticular neuropil associated glial cell	SREBP	1	Capa	1	np
Head	adult reticular neuropil associated glial cell	Scr	1	FMRFa	1	np
Head	adult reticular neuropil associated glial cell	Six4	15	AstC	15	np
Head	adult reticular neuropil associated glial cell	Six4	131	sNPF	131	np
Head	adult reticular neuropil associated glial cell	Sox21a	131	sNPF	131	np
Head	adult reticular neuropil associated glial cell	Tet	9	AstA	9	np
Head	adult reticular neuropil associated glial cell	Tet	131	sNPF	131	np
Head	adult reticular neuropil associated glial cell	TfAP-2	6	AstA	6	np
Head	adult reticular neuropil associated glial cell	Trf2	131	sNPF	131	np
Head	adult reticular neuropil associated glial cell	Vsx1	9	AstA	9	np
Head	adult reticular neuropil associated glial cell	Vsx2	15	AstA	15	np
Head	adult reticular neuropil associated glial cell	bru3	9	AstA	9	np
Head	adult reticular neuropil associated glial cell	crp	131	sNPF	131	np
Head	adult reticular neuropil associated glial cell	cyc	121	sNPF	121	np
Head	adult reticular neuropil associated glial cell	dimm	9	AstA	9	np
Head	adult reticular neuropil associated glial cell	dimm	15	AstC	15	np
Head	adult reticular neuropil associated glial cell	dimm	5	Crz	5	np
Head	adult reticular neuropil associated glial cell	dimm	4	NPF	4	np
Head	adult reticular neuropil associated glial cell	dimm	131	sNPF	131	np
Head	adult reticular neuropil associated glial cell	ey	131	sNPF	131	np
Head	adult reticular neuropil associated glial cell	fkh	131	sNPF	131	np
Head	adult reticular neuropil associated glial cell	ftz-f1	2	Capa	2	np
Head	adult reticular neuropil associated glial cell	hth	18	AstA	18	np
Head	adult reticular neuropil associated glial cell	hth	261	sNPF	261	np
Head	adult reticular neuropil associated glial cell	luna	131	sNPF	131	np
Head	adult reticular neuropil associated glial cell	onecut	181	sNPF	181	np
Head	adult reticular neuropil associated glial cell	pb	131	sNPF	131	np
Head	adult reticular neuropil associated glial cell	scrt	1	Capa	1	np
Head	adult reticular neuropil associated glial cell	sima	131	sNPF	131	np
Head	adult reticular neuropil associated glial cell	slou	131	sNPF	131	np
Head	adult reticular neuropil associated glial cell	sr	24	AstC	24	np
Head	adult reticular neuropil associated glial cell	sr	4	FMRFa	4	np
Head	adult reticular neuropil associated glial cell	sr	208	sNPF	208	np
Head	adult reticular neuropil associated glial cell	svp	185	sNPF	185	np
Head	adult reticular neuropil associated glial cell	toy	220	sNPF	220	np
Head	alpha/beta Kenyon cell	Atac3	43	sNPF	43	np
Head	alpha/beta Kenyon cell	BtbVII	49	sNPF	49	np
Head	alpha/beta Kenyon cell	CG16779	1	AstA	1	np
Head	alpha/beta Kenyon cell	CG16779	3	AstC	3	np
Head	alpha/beta Kenyon cell	CG16779	49	sNPF	49	np
Head	alpha/beta Kenyon cell	CG44247	1	AstA	1	np
Head	alpha/beta Kenyon cell	CG44247	4	AstC	4	np
Head	alpha/beta Kenyon cell	CG44247	86	sNPF	86	np
Head	alpha/beta Kenyon cell	Cf2	49	sNPF	49	np
Head	alpha/beta Kenyon cell	Clk	49	sNPF	49	np
Head	alpha/beta Kenyon cell	CrebB	49	sNPF	49	np
Head	alpha/beta Kenyon cell	E2f1	3	AstC	3	np
Head	alpha/beta Kenyon cell	E2f1	49	sNPF	49	np
Head	alpha/beta Kenyon cell	Hr38	49	sNPF	49	np
Head	alpha/beta Kenyon cell	Kdm4B	49	sNPF	49	np
Head	alpha/beta Kenyon cell	Lim3	1	AstA	1	np
Head	alpha/beta Kenyon cell	Lim3	49	sNPF	49	np
Head	alpha/beta Kenyon cell	Mef2	93	sNPF	93	np
Head	alpha/beta Kenyon cell	Mnt	3	AstC	3	np
Head	alpha/beta Kenyon cell	Psi	49	sNPF	49	np
Head	alpha/beta Kenyon cell	Rbp6	49	sNPF	49	np
Head	alpha/beta Kenyon cell	Rfx	3	AstC	3	np
Head	alpha/beta Kenyon cell	Rfx	49	sNPF	49	np
Head	alpha/beta Kenyon cell	Rx	1	AstA	1	np
Head	alpha/beta Kenyon cell	Six4	3	AstC	3	np
Head	alpha/beta Kenyon cell	Six4	49	sNPF	49	np
Head	alpha/beta Kenyon cell	Sox21a	49	sNPF	49	np
Head	alpha/beta Kenyon cell	Tet	1	AstA	1	np
Head	alpha/beta Kenyon cell	Tet	49	sNPF	49	np
Head	alpha/beta Kenyon cell	Trf2	49	sNPF	49	np
Head	alpha/beta Kenyon cell	Vsx1	1	AstA	1	np
Head	alpha/beta Kenyon cell	Vsx2	2	AstA	2	np
Head	alpha/beta Kenyon cell	bru3	1	AstA	1	np
Head	alpha/beta Kenyon cell	crp	49	sNPF	49	np
Head	alpha/beta Kenyon cell	cyc	43	sNPF	43	np
Head	alpha/beta Kenyon cell	dimm	1	AstA	1	np
Head	alpha/beta Kenyon cell	dimm	3	AstC	3	np
Head	alpha/beta Kenyon cell	dimm	2	Crz	2	np
Head	alpha/beta Kenyon cell	dimm	49	sNPF	49	np
Head	alpha/beta Kenyon cell	ey	49	sNPF	49	np
Head	alpha/beta Kenyon cell	fkh	49	sNPF	49	np
Head	alpha/beta Kenyon cell	hth	2	AstA	2	np
Head	alpha/beta Kenyon cell	hth	94	sNPF	94	np
Head	alpha/beta Kenyon cell	luna	49	sNPF	49	np
Head	alpha/beta Kenyon cell	onecut	50	sNPF	50	np
Head	alpha/beta Kenyon cell	pb	49	sNPF	49	np
Head	alpha/beta Kenyon cell	sima	49	sNPF	49	np
Head	alpha/beta Kenyon cell	slou	49	sNPF	49	np
Head	alpha/beta Kenyon cell	sr	5	AstC	5	np
Head	alpha/beta Kenyon cell	sr	88	sNPF	88	np
Head	alpha/beta Kenyon cell	svp	96	sNPF	96	np
Head	alpha/beta Kenyon cell	toy	92	sNPF	92	np
Head	alpha´/beta´ Kenyon cell	Atac3	23	sNPF	23	np
Head	alpha´/beta´ Kenyon cell	BtbVII	26	sNPF	26	np
Head	alpha´/beta´ Kenyon cell	CG16779	1	AstA	1	np
Head	alpha´/beta´ Kenyon cell	CG16779	4	AstC	4	np
Head	alpha´/beta´ Kenyon cell	CG16779	26	sNPF	26	np
Head	alpha´/beta´ Kenyon cell	CG32532	1	SIFa	1	np
Head	alpha´/beta´ Kenyon cell	CG44247	2	AstA	2	np
Head	alpha´/beta´ Kenyon cell	CG44247	6	AstC	6	np
Head	alpha´/beta´ Kenyon cell	CG44247	43	sNPF	43	np
Head	alpha´/beta´ Kenyon cell	Cf2	26	sNPF	26	np
Head	alpha´/beta´ Kenyon cell	Clk	26	sNPF	26	np
Head	alpha´/beta´ Kenyon cell	CrebB	26	sNPF	26	np
Head	alpha´/beta´ Kenyon cell	E2f1	4	AstC	4	np
Head	alpha´/beta´ Kenyon cell	E2f1	26	sNPF	26	np
Head	alpha´/beta´ Kenyon cell	Ets96B	1	NPF	1	np
Head	alpha´/beta´ Kenyon cell	Hr38	25	sNPF	25	np
Head	alpha´/beta´ Kenyon cell	Kdm4B	26	sNPF	26	np
Head	alpha´/beta´ Kenyon cell	Lim3	1	AstA	1	np
Head	alpha´/beta´ Kenyon cell	Lim3	26	sNPF	26	np
Head	alpha´/beta´ Kenyon cell	Mef2	41	sNPF	41	np
Head	alpha´/beta´ Kenyon cell	Mnt	4	AstC	4	np
Head	alpha´/beta´ Kenyon cell	Psi	26	sNPF	26	np
Head	alpha´/beta´ Kenyon cell	Rbp6	26	sNPF	26	np
Head	alpha´/beta´ Kenyon cell	Rfx	4	AstC	4	np
Head	alpha´/beta´ Kenyon cell	Rfx	2	NPF	2	np
Head	alpha´/beta´ Kenyon cell	Rfx	26	sNPF	26	np
Head	alpha´/beta´ Kenyon cell	Rx	1	AstA	1	np
Head	alpha´/beta´ Kenyon cell	Rx	2	NPF	2	np
Head	alpha´/beta´ Kenyon cell	Six4	4	AstC	4	np
Head	alpha´/beta´ Kenyon cell	Six4	26	sNPF	26	np
Head	alpha´/beta´ Kenyon cell	Sox21a	26	sNPF	26	np
Head	alpha´/beta´ Kenyon cell	Tet	1	AstA	1	np
Head	alpha´/beta´ Kenyon cell	Tet	26	sNPF	26	np
Head	alpha´/beta´ Kenyon cell	TfAP-2	1	AstA	1	np
Head	alpha´/beta´ Kenyon cell	Trf2	26	sNPF	26	np
Head	alpha´/beta´ Kenyon cell	Vsx1	1	AstA	1	np
Head	alpha´/beta´ Kenyon cell	Vsx2	2	AstA	2	np
Head	alpha´/beta´ Kenyon cell	bru3	1	AstA	1	np
Head	alpha´/beta´ Kenyon cell	crp	26	sNPF	26	np
Head	alpha´/beta´ Kenyon cell	cyc	23	sNPF	23	np
Head	alpha´/beta´ Kenyon cell	dimm	1	AstA	1	np
Head	alpha´/beta´ Kenyon cell	dimm	4	AstC	4	np
Head	alpha´/beta´ Kenyon cell	dimm	2	NPF	2	np
Head	alpha´/beta´ Kenyon cell	dimm	26	sNPF	26	np
Head	alpha´/beta´ Kenyon cell	ey	26	sNPF	26	np
Head	alpha´/beta´ Kenyon cell	fkh	26	sNPF	26	np
Head	alpha´/beta´ Kenyon cell	hth	2	AstA	2	np
Head	alpha´/beta´ Kenyon cell	hth	52	sNPF	52	np
