tname	annotation	tfgenename	tfcount	rgenename	rcount	nprttype
Head	lobula columnar neuron LC17	dimm	2	Crz	2	np
Head	lobula columnar neuron LC17	dimm	4	NPF	4	np
Head	lobula columnar neuron LC17	dimm	90	sNPF	90	np
Head	lobula columnar neuron LC17	ey	90	sNPF	90	np
Head	lobula columnar neuron LC17	fkh	90	sNPF	90	np
Head	lobula columnar neuron LC17	hth	6	AstA	6	np
Head	lobula columnar neuron LC17	hth	174	sNPF	174	np
Head	lobula columnar neuron LC17	luna	90	sNPF	90	np
Head	lobula columnar neuron LC17	onecut	103	sNPF	103	np
Head	lobula columnar neuron LC17	pb	90	sNPF	90	np
Head	lobula columnar neuron LC17	sima	90	sNPF	90	np
Head	lobula columnar neuron LC17	slou	90	sNPF	90	np
Head	lobula columnar neuron LC17	sr	3	AstC	3	np
Head	lobula columnar neuron LC17	sr	4	FMRFa	4	np
Head	lobula columnar neuron LC17	sr	138	sNPF	138	np
Head	lobula columnar neuron LC17	svp	148	sNPF	148	np
Head	lobula columnar neuron LC17	toy	163	sNPF	163	np
Head	medullary intrinsic neuron Mi1	Atac3	34	sNPF	34	np
Head	medullary intrinsic neuron Mi1	BtbVII	35	sNPF	35	np
Head	medullary intrinsic neuron Mi1	CG16779	11	AstA	11	np
Head	medullary intrinsic neuron Mi1	CG16779	8	AstC	8	np
Head	medullary intrinsic neuron Mi1	CG16779	35	sNPF	35	np
Head	medullary intrinsic neuron Mi1	CG32532	2	SIFa	2	np
Head	medullary intrinsic neuron Mi1	CG44247	20	AstA	20	np
Head	medullary intrinsic neuron Mi1	CG44247	15	AstC	15	np
Head	medullary intrinsic neuron Mi1	CG44247	7	FMRFa	7	np
Head	medullary intrinsic neuron Mi1	CG44247	64	sNPF	64	np
Head	medullary intrinsic neuron Mi1	Cf2	35	sNPF	35	np
Head	medullary intrinsic neuron Mi1	Clk	35	sNPF	35	np
Head	medullary intrinsic neuron Mi1	CrebB	35	sNPF	35	np
Head	medullary intrinsic neuron Mi1	E2f1	8	AstC	8	np
Head	medullary intrinsic neuron Mi1	E2f1	35	sNPF	35	np
Head	medullary intrinsic neuron Mi1	Ets96B	4	NPF	4	np
Head	medullary intrinsic neuron Mi1	Hr38	35	sNPF	35	np
Head	medullary intrinsic neuron Mi1	Kdm4B	35	sNPF	35	np
Head	medullary intrinsic neuron Mi1	Lim3	11	AstA	11	np
Head	medullary intrinsic neuron Mi1	Lim3	35	sNPF	35	np
Head	medullary intrinsic neuron Mi1	Mef2	58	sNPF	58	np
Head	medullary intrinsic neuron Mi1	Mnt	8	AstC	8	np
Head	medullary intrinsic neuron Mi1	Psi	35	sNPF	35	np
Head	medullary intrinsic neuron Mi1	Rbp6	35	sNPF	35	np
Head	medullary intrinsic neuron Mi1	Rfx	8	AstC	8	np
Head	medullary intrinsic neuron Mi1	Rfx	4	NPF	4	np
Head	medullary intrinsic neuron Mi1	Rfx	35	sNPF	35	np
Head	medullary intrinsic neuron Mi1	Rx	11	AstA	11	np
Head	medullary intrinsic neuron Mi1	Rx	4	NPF	4	np
Head	medullary intrinsic neuron Mi1	SREBP	8	Capa	8	np
Head	medullary intrinsic neuron Mi1	Scr	4	FMRFa	4	np
Head	medullary intrinsic neuron Mi1	Six4	8	AstC	8	np
Head	medullary intrinsic neuron Mi1	Six4	35	sNPF	35	np
Head	medullary intrinsic neuron Mi1	Sox21a	35	sNPF	35	np
Head	medullary intrinsic neuron Mi1	Tet	11	AstA	11	np
Head	medullary intrinsic neuron Mi1	Tet	35	sNPF	35	np
Head	medullary intrinsic neuron Mi1	TfAP-2	10	AstA	10	np
Head	medullary intrinsic neuron Mi1	Trf2	35	sNPF	35	np
Head	medullary intrinsic neuron Mi1	Vsx1	11	AstA	11	np
Head	medullary intrinsic neuron Mi1	Vsx2	22	AstA	22	np
Head	medullary intrinsic neuron Mi1	bru3	11	AstA	11	np
Head	medullary intrinsic neuron Mi1	crp	35	sNPF	35	np
Head	medullary intrinsic neuron Mi1	cyc	29	sNPF	29	np
Head	medullary intrinsic neuron Mi1	dimm	11	AstA	11	np
Head	medullary intrinsic neuron Mi1	dimm	8	AstC	8	np
Head	medullary intrinsic neuron Mi1	dimm	9	Crz	9	np
Head	medullary intrinsic neuron Mi1	dimm	4	NPF	4	np
Head	medullary intrinsic neuron Mi1	dimm	1	natalisin	1	np
Head	medullary intrinsic neuron Mi1	dimm	35	sNPF	35	np
Head	medullary intrinsic neuron Mi1	ey	35	sNPF	35	np
Head	medullary intrinsic neuron Mi1	fkh	35	sNPF	35	np
Head	medullary intrinsic neuron Mi1	ftz-f1	16	Capa	16	np
Head	medullary intrinsic neuron Mi1	hth	22	AstA	22	np
Head	medullary intrinsic neuron Mi1	hth	70	sNPF	70	np
Head	medullary intrinsic neuron Mi1	luna	35	sNPF	35	np
Head	medullary intrinsic neuron Mi1	nub	3	FMRFa	3	np
Head	medullary intrinsic neuron Mi1	onecut	38	sNPF	38	np
Head	medullary intrinsic neuron Mi1	pb	35	sNPF	35	np
Head	medullary intrinsic neuron Mi1	scrt	8	Capa	8	np
Head	medullary intrinsic neuron Mi1	sima	35	sNPF	35	np
Head	medullary intrinsic neuron Mi1	slou	35	sNPF	35	np
Head	medullary intrinsic neuron Mi1	sr	10	AstC	10	np
Head	medullary intrinsic neuron Mi1	sr	7	FMRFa	7	np
Head	medullary intrinsic neuron Mi1	sr	63	sNPF	63	np
Head	medullary intrinsic neuron Mi1	svp	67	sNPF	67	np
Head	medullary intrinsic neuron Mi1	toy	60	sNPF	60	np
Head	medullary intrinsic neuron Mi15	Atac3	110	sNPF	110	np
Head	medullary intrinsic neuron Mi15	BtbVII	133	sNPF	133	np
Head	medullary intrinsic neuron Mi15	CG16779	2	AstA	2	np
Head	medullary intrinsic neuron Mi15	CG16779	2	AstC	2	np
Head	medullary intrinsic neuron Mi15	CG16779	133	sNPF	133	np
Head	medullary intrinsic neuron Mi15	CG32532	2	SIFa	2	np
Head	medullary intrinsic neuron Mi15	CG44247	4	AstA	4	np
Head	medullary intrinsic neuron Mi15	CG44247	3	AstC	3	np
Head	medullary intrinsic neuron Mi15	CG44247	238	sNPF	238	np
Head	medullary intrinsic neuron Mi15	Cf2	133	sNPF	133	np
Head	medullary intrinsic neuron Mi15	Clk	133	sNPF	133	np
Head	medullary intrinsic neuron Mi15	CrebB	133	sNPF	133	np
Head	medullary intrinsic neuron Mi15	E2f1	2	AstC	2	np
Head	medullary intrinsic neuron Mi15	E2f1	133	sNPF	133	np
Head	medullary intrinsic neuron Mi15	Ets96B	1	NPF	1	np
Head	medullary intrinsic neuron Mi15	Hr38	133	sNPF	133	np
Head	medullary intrinsic neuron Mi15	Kdm4B	133	sNPF	133	np
Head	medullary intrinsic neuron Mi15	Lim3	2	AstA	2	np
Head	medullary intrinsic neuron Mi15	Lim3	133	sNPF	133	np
Head	medullary intrinsic neuron Mi15	Mef2	233	sNPF	233	np
Head	medullary intrinsic neuron Mi15	Mnt	2	AstC	2	np
Head	medullary intrinsic neuron Mi15	Psi	133	sNPF	133	np
Head	medullary intrinsic neuron Mi15	Rbp6	133	sNPF	133	np
Head	medullary intrinsic neuron Mi15	Rfx	2	AstC	2	np
Head	medullary intrinsic neuron Mi15	Rfx	1	NPF	1	np
Head	medullary intrinsic neuron Mi15	Rfx	133	sNPF	133	np
Head	medullary intrinsic neuron Mi15	Rx	2	AstA	2	np
Head	medullary intrinsic neuron Mi15	Rx	1	NPF	1	np
Head	medullary intrinsic neuron Mi15	SREBP	1	Capa	1	np
Head	medullary intrinsic neuron Mi15	Six4	2	AstC	2	np
Head	medullary intrinsic neuron Mi15	Six4	133	sNPF	133	np
Head	medullary intrinsic neuron Mi15	Sox21a	133	sNPF	133	np
Head	medullary intrinsic neuron Mi15	Tet	2	AstA	2	np
Head	medullary intrinsic neuron Mi15	Tet	133	sNPF	133	np
Head	medullary intrinsic neuron Mi15	TfAP-2	2	AstA	2	np
Head	medullary intrinsic neuron Mi15	Trf2	133	sNPF	133	np
Head	medullary intrinsic neuron Mi15	Vsx1	2	AstA	2	np
Head	medullary intrinsic neuron Mi15	Vsx2	3	AstA	3	np
Head	medullary intrinsic neuron Mi15	bru3	2	AstA	2	np
Head	medullary intrinsic neuron Mi15	crp	133	sNPF	133	np
Head	medullary intrinsic neuron Mi15	cyc	121	sNPF	121	np
Head	medullary intrinsic neuron Mi15	dimm	2	AstA	2	np
Head	medullary intrinsic neuron Mi15	dimm	2	AstC	2	np
Head	medullary intrinsic neuron Mi15	dimm	1	NPF	1	np
Head	medullary intrinsic neuron Mi15	dimm	133	sNPF	133	np
Head	medullary intrinsic neuron Mi15	ey	133	sNPF	133	np
Head	medullary intrinsic neuron Mi15	fkh	133	sNPF	133	np
Head	medullary intrinsic neuron Mi15	ftz-f1	2	Capa	2	np
Head	medullary intrinsic neuron Mi15	hth	4	AstA	4	np
Head	medullary intrinsic neuron Mi15	hth	259	sNPF	259	np
Head	medullary intrinsic neuron Mi15	luna	133	sNPF	133	np
Head	medullary intrinsic neuron Mi15	onecut	144	sNPF	144	np
Head	medullary intrinsic neuron Mi15	pb	133	sNPF	133	np
Head	medullary intrinsic neuron Mi15	scrt	1	Capa	1	np
Head	medullary intrinsic neuron Mi15	sima	133	sNPF	133	np
Head	medullary intrinsic neuron Mi15	slou	133	sNPF	133	np
Head	medullary intrinsic neuron Mi15	sr	2	AstC	2	np
Head	medullary intrinsic neuron Mi15	sr	215	sNPF	215	np
Head	medullary intrinsic neuron Mi15	svp	207	sNPF	207	np
Head	medullary intrinsic neuron Mi15	toy	185	sNPF	185	np
Head	medullary intrinsic neuron Mi4	Atac3	146	sNPF	146	np
Head	medullary intrinsic neuron Mi4	BtbVII	178	sNPF	178	np
Head	medullary intrinsic neuron Mi4	CG16779	2	AstA	2	np
Head	medullary intrinsic neuron Mi4	CG16779	4	AstC	4	np
Head	medullary intrinsic neuron Mi4	CG16779	178	sNPF	178	np
Head	medullary intrinsic neuron Mi4	CG44247	4	AstA	4	np
Head	medullary intrinsic neuron Mi4	CG44247	6	AstC	6	np
Head	medullary intrinsic neuron Mi4	CG44247	321	sNPF	321	np
Head	medullary intrinsic neuron Mi4	Cf2	178	sNPF	178	np
Head	medullary intrinsic neuron Mi4	Clk	178	sNPF	178	np
Head	medullary intrinsic neuron Mi4	CrebB	178	sNPF	178	np
Head	medullary intrinsic neuron Mi4	E2f1	4	AstC	4	np
Head	medullary intrinsic neuron Mi4	E2f1	178	sNPF	178	np
Head	medullary intrinsic neuron Mi4	Ets96B	1	NPF	1	np
Head	medullary intrinsic neuron Mi4	Hr38	178	sNPF	178	np
Head	medullary intrinsic neuron Mi4	Kdm4B	178	sNPF	178	np
Head	medullary intrinsic neuron Mi4	Lim3	2	AstA	2	np
Head	medullary intrinsic neuron Mi4	Lim3	178	sNPF	178	np
Head	medullary intrinsic neuron Mi4	Mef2	317	sNPF	317	np
Head	medullary intrinsic neuron Mi4	Mnt	4	AstC	4	np
Head	medullary intrinsic neuron Mi4	Psi	178	sNPF	178	np
Head	medullary intrinsic neuron Mi4	Rbp6	178	sNPF	178	np
Head	medullary intrinsic neuron Mi4	Rfx	4	AstC	4	np
Head	medullary intrinsic neuron Mi4	Rfx	1	NPF	1	np
Head	medullary intrinsic neuron Mi4	Rfx	178	sNPF	178	np
Head	medullary intrinsic neuron Mi4	Rx	2	AstA	2	np
Head	medullary intrinsic neuron Mi4	Rx	1	NPF	1	np
Head	medullary intrinsic neuron Mi4	SREBP	2	Capa	2	np
Head	medullary intrinsic neuron Mi4	Six4	4	AstC	4	np
Head	medullary intrinsic neuron Mi4	Six4	177	sNPF	177	np
Head	medullary intrinsic neuron Mi4	Sox21a	178	sNPF	178	np
Head	medullary intrinsic neuron Mi4	Tet	2	AstA	2	np
Head	medullary intrinsic neuron Mi4	Tet	178	sNPF	178	np
Head	medullary intrinsic neuron Mi4	TfAP-2	2	AstA	2	np
Head	medullary intrinsic neuron Mi4	Trf2	178	sNPF	178	np
Head	medullary intrinsic neuron Mi4	Vsx1	2	AstA	2	np
Head	medullary intrinsic neuron Mi4	Vsx2	4	AstA	4	np
Head	medullary intrinsic neuron Mi4	bru3	2	AstA	2	np
Head	medullary intrinsic neuron Mi4	crp	178	sNPF	178	np
Head	medullary intrinsic neuron Mi4	cyc	140	sNPF	140	np
Head	medullary intrinsic neuron Mi4	dimm	2	AstA	2	np
Head	medullary intrinsic neuron Mi4	dimm	4	AstC	4	np
Head	medullary intrinsic neuron Mi4	dimm	3	Crz	3	np
Head	medullary intrinsic neuron Mi4	dimm	1	NPF	1	np
Head	medullary intrinsic neuron Mi4	dimm	178	sNPF	178	np
Head	medullary intrinsic neuron Mi4	ey	178	sNPF	178	np
Head	medullary intrinsic neuron Mi4	fkh	178	sNPF	178	np
Head	medullary intrinsic neuron Mi4	ftz-f1	4	Capa	4	np
Head	medullary intrinsic neuron Mi4	hth	4	AstA	4	np
Head	medullary intrinsic neuron Mi4	hth	354	sNPF	354	np
Head	medullary intrinsic neuron Mi4	luna	178	sNPF	178	np
Head	medullary intrinsic neuron Mi4	onecut	209	sNPF	209	np
Head	medullary intrinsic neuron Mi4	pb	178	sNPF	178	np
Head	medullary intrinsic neuron Mi4	scrt	2	Capa	2	np
Head	medullary intrinsic neuron Mi4	sima	178	sNPF	178	np
Head	medullary intrinsic neuron Mi4	slou	178	sNPF	178	np
Head	medullary intrinsic neuron Mi4	sr	5	AstC	5	np
Head	medullary intrinsic neuron Mi4	sr	308	sNPF	308	np
Head	medullary intrinsic neuron Mi4	svp	343	sNPF	343	np
Head	medullary intrinsic neuron Mi4	toy	296	sNPF	296	np
Head	medullary intrinsic neuron Mi9	Atac3	5	sNPF	5	np
Head	medullary intrinsic neuron Mi9	BtbVII	7	sNPF	7	np
Head	medullary intrinsic neuron Mi9	CG16779	7	sNPF	7	np
Head	medullary intrinsic neuron Mi9	CG44247	13	sNPF	13	np
Head	medullary intrinsic neuron Mi9	Cf2	7	sNPF	7	np
Head	medullary intrinsic neuron Mi9	Clk	7	sNPF	7	np
Head	medullary intrinsic neuron Mi9	CrebB	7	sNPF	7	np
Head	medullary intrinsic neuron Mi9	E2f1	7	sNPF	7	np
Head	medullary intrinsic neuron Mi9	Hr38	7	sNPF	7	np
Head	medullary intrinsic neuron Mi9	Kdm4B	7	sNPF	7	np
Head	medullary intrinsic neuron Mi9	Lim3	7	sNPF	7	np
Head	medullary intrinsic neuron Mi9	Mef2	11	sNPF	11	np
Head	medullary intrinsic neuron Mi9	Psi	7	sNPF	7	np
Head	medullary intrinsic neuron Mi9	Rbp6	7	sNPF	7	np
Head	medullary intrinsic neuron Mi9	Rfx	7	sNPF	7	np
Head	medullary intrinsic neuron Mi9	Six4	7	sNPF	7	np
Head	medullary intrinsic neuron Mi9	Sox21a	7	sNPF	7	np
Head	medullary intrinsic neuron Mi9	Tet	7	sNPF	7	np
Head	medullary intrinsic neuron Mi9	Trf2	7	sNPF	7	np
Head	medullary intrinsic neuron Mi9	crp	7	sNPF	7	np
Head	medullary intrinsic neuron Mi9	cyc	5	sNPF	5	np
Head	medullary intrinsic neuron Mi9	dimm	7	sNPF	7	np
Head	medullary intrinsic neuron Mi9	ey	7	sNPF	7	np
Head	medullary intrinsic neuron Mi9	fkh	7	sNPF	7	np
Head	medullary intrinsic neuron Mi9	hth	13	sNPF	13	np
Head	medullary intrinsic neuron Mi9	luna	7	sNPF	7	np
Head	medullary intrinsic neuron Mi9	onecut	7	sNPF	7	np
Head	medullary intrinsic neuron Mi9	pb	7	sNPF	7	np
Head	medullary intrinsic neuron Mi9	sima	7	sNPF	7	np
Head	medullary intrinsic neuron Mi9	slou	7	sNPF	7	np
Head	medullary intrinsic neuron Mi9	sr	12	sNPF	12	np
Head	medullary intrinsic neuron Mi9	svp	12	sNPF	12	np
Head	medullary intrinsic neuron Mi9	toy	11	sNPF	11	np
Head	ocellus retinula cell	Atac3	1	sNPF	1	np
Head	ocellus retinula cell	BtbVII	1	sNPF	1	np
Head	ocellus retinula cell	CG16779	1	sNPF	1	np
Head	ocellus retinula cell	CG44247	2	sNPF	2	np
Head	ocellus retinula cell	Cf2	1	sNPF	1	np
Head	ocellus retinula cell	Clk	1	sNPF	1	np
Head	ocellus retinula cell	CrebB	1	sNPF	1	np
Head	ocellus retinula cell	E2f1	1	sNPF	1	np
Head	ocellus retinula cell	Hr38	1	sNPF	1	np
Head	ocellus retinula cell	Kdm4B	1	sNPF	1	np
Head	ocellus retinula cell	Lim3	1	sNPF	1	np
Head	ocellus retinula cell	Mef2	2	sNPF	2	np
Head	ocellus retinula cell	Psi	1	sNPF	1	np
Head	ocellus retinula cell	Rbp6	1	sNPF	1	np
Head	ocellus retinula cell	Rfx	1	sNPF	1	np
Head	ocellus retinula cell	SREBP	4	Capa	4	np
Head	ocellus retinula cell	Six4	1	sNPF	1	np
Head	ocellus retinula cell	Sox21a	1	sNPF	1	np
Head	ocellus retinula cell	Tet	1	sNPF	1	np
Head	ocellus retinula cell	Trf2	1	sNPF	1	np
Head	ocellus retinula cell	crp	1	sNPF	1	np
Head	ocellus retinula cell	cyc	1	sNPF	1	np
Head	ocellus retinula cell	dimm	1	sNPF	1	np
Head	ocellus retinula cell	ey	1	sNPF	1	np
Head	ocellus retinula cell	fkh	1	sNPF	1	np
Head	ocellus retinula cell	ftz-f1	8	Capa	8	np
Head	ocellus retinula cell	hth	2	sNPF	2	np
Head	ocellus retinula cell	luna	1	sNPF	1	np
Head	ocellus retinula cell	onecut	2	sNPF	2	np
Head	ocellus retinula cell	pb	1	sNPF	1	np
Head	ocellus retinula cell	scrt	4	Capa	4	np
Head	ocellus retinula cell	sima	1	sNPF	1	np
Head	ocellus retinula cell	slou	1	sNPF	1	np
Head	ocellus retinula cell	sr	2	sNPF	2	np
Head	ocellus retinula cell	svp	2	sNPF	2	np
Head	ocellus retinula cell	toy	2	sNPF	2	np
Head	octopaminergic/tyraminergic neuron	Atac3	4	sNPF	4	np
Head	octopaminergic/tyraminergic neuron	BtbVII	5	sNPF	5	np
Head	octopaminergic/tyraminergic neuron	CG16779	3	AstA	3	np
Head	octopaminergic/tyraminergic neuron	CG16779	5	sNPF	5	np
Head	octopaminergic/tyraminergic neuron	CG32532	14	SIFa	14	np
Head	octopaminergic/tyraminergic neuron	CG44247	5	AstA	5	np
Head	octopaminergic/tyraminergic neuron	CG44247	2	FMRFa	2	np
Head	octopaminergic/tyraminergic neuron	CG44247	9	sNPF	9	np
Head	octopaminergic/tyraminergic neuron	Cf2	5	sNPF	5	np
Head	octopaminergic/tyraminergic neuron	Clk	5	sNPF	5	np
Head	octopaminergic/tyraminergic neuron	CrebB	5	sNPF	5	np
Head	octopaminergic/tyraminergic neuron	E2f1	5	sNPF	5	np
Head	octopaminergic/tyraminergic neuron	Ets96B	4	NPF	4	np
Head	octopaminergic/tyraminergic neuron	Hr38	5	sNPF	5	np
Head	octopaminergic/tyraminergic neuron	Kdm4B	5	sNPF	5	np
Head	octopaminergic/tyraminergic neuron	Lim3	3	AstA	3	np
Head	octopaminergic/tyraminergic neuron	Lim3	5	sNPF	5	np
Head	octopaminergic/tyraminergic neuron	Mef2	6	sNPF	6	np
Head	octopaminergic/tyraminergic neuron	Psi	5	sNPF	5	np
Head	octopaminergic/tyraminergic neuron	Rbp6	5	sNPF	5	np
Head	octopaminergic/tyraminergic neuron	Rfx	4	NPF	4	np
Head	octopaminergic/tyraminergic neuron	Rfx	5	sNPF	5	np
Head	octopaminergic/tyraminergic neuron	Rx	3	AstA	3	np
Head	octopaminergic/tyraminergic neuron	Rx	4	NPF	4	np
Head	octopaminergic/tyraminergic neuron	Scr	1	FMRFa	1	np
Head	octopaminergic/tyraminergic neuron	Six4	5	sNPF	5	np
Head	octopaminergic/tyraminergic neuron	Sox21a	5	sNPF	5	np
Head	octopaminergic/tyraminergic neuron	Tet	3	AstA	3	np
Head	octopaminergic/tyraminergic neuron	Tet	5	sNPF	5	np
Head	octopaminergic/tyraminergic neuron	TfAP-2	3	AstA	3	np
Head	octopaminergic/tyraminergic neuron	Trf2	5	sNPF	5	np
Head	octopaminergic/tyraminergic neuron	Vsx1	3	AstA	3	np
Head	octopaminergic/tyraminergic neuron	Vsx2	6	AstA	6	np
Head	octopaminergic/tyraminergic neuron	bru3	3	AstA	3	np
Head	octopaminergic/tyraminergic neuron	crp	5	sNPF	5	np
Head	octopaminergic/tyraminergic neuron	cyc	4	sNPF	4	np
Head	octopaminergic/tyraminergic neuron	dimm	3	AstA	3	np
Head	octopaminergic/tyraminergic neuron	dimm	4	NPF	4	np
Head	octopaminergic/tyraminergic neuron	dimm	5	sNPF	5	np
Head	octopaminergic/tyraminergic neuron	ey	5	sNPF	5	np
Head	octopaminergic/tyraminergic neuron	fkh	5	sNPF	5	np
Head	octopaminergic/tyraminergic neuron	hth	6	AstA	6	np
Head	octopaminergic/tyraminergic neuron	hth	9	sNPF	9	np
Head	octopaminergic/tyraminergic neuron	luna	5	sNPF	5	np
Head	octopaminergic/tyraminergic neuron	onecut	6	sNPF	6	np
Head	octopaminergic/tyraminergic neuron	pb	5	sNPF	5	np
Head	octopaminergic/tyraminergic neuron	sima	5	sNPF	5	np
Head	octopaminergic/tyraminergic neuron	slou	5	sNPF	5	np
Head	octopaminergic/tyraminergic neuron	sr	2	FMRFa	2	np
Head	octopaminergic/tyraminergic neuron	sr	9	sNPF	9	np
Head	octopaminergic/tyraminergic neuron	svp	8	sNPF	8	np
Head	octopaminergic/tyraminergic neuron	toy	9	sNPF	9	np
Head	olfactory receptor neuron	Atac3	258	sNPF	258	np
Head	olfactory receptor neuron	BtbVII	258	sNPF	258	np
Head	olfactory receptor neuron	CG16779	5	AstA	5	np
Head	olfactory receptor neuron	CG16779	2	AstC	2	np
Head	olfactory receptor neuron	CG16779	258	sNPF	258	np
Head	olfactory receptor neuron	CG44247	9	AstA	9	np
Head	olfactory receptor neuron	CG44247	4	AstC	4	np
Head	olfactory receptor neuron	CG44247	496	sNPF	496	np
Head	olfactory receptor neuron	Cf2	258	sNPF	258	np
Head	olfactory receptor neuron	Clk	258	sNPF	258	np
Head	olfactory receptor neuron	CrebB	258	sNPF	258	np
Head	olfactory receptor neuron	E2f1	2	AstC	2	np
Head	olfactory receptor neuron	E2f1	258	sNPF	258	np
Head	olfactory receptor neuron	Ets96B	2	NPF	2	np
Head	olfactory receptor neuron	Hr38	257	sNPF	257	np
Head	olfactory receptor neuron	Kdm4B	258	sNPF	258	np
Head	olfactory receptor neuron	Lim3	5	AstA	5	np
Head	olfactory receptor neuron	Lim3	258	sNPF	258	np
Head	olfactory receptor neuron	Mef2	475	sNPF	475	np
Head	olfactory receptor neuron	Mnt	2	AstC	2	np
Head	olfactory receptor neuron	Psi	258	sNPF	258	np
Head	olfactory receptor neuron	Rbp6	258	sNPF	258	np
Head	olfactory receptor neuron	Rfx	2	AstC	2	np
Head	olfactory receptor neuron	Rfx	2	NPF	2	np
Head	olfactory receptor neuron	Rfx	258	sNPF	258	np
Head	olfactory receptor neuron	Rx	5	AstA	5	np
Head	olfactory receptor neuron	Rx	2	NPF	2	np
Head	olfactory receptor neuron	SREBP	9	Capa	9	np
Head	olfactory receptor neuron	Six4	2	AstC	2	np
Head	olfactory receptor neuron	Six4	258	sNPF	258	np
Head	olfactory receptor neuron	Sox21a	256	sNPF	256	np
Head	olfactory receptor neuron	Tet	5	AstA	5	np
Head	olfactory receptor neuron	Tet	258	sNPF	258	np
Head	olfactory receptor neuron	TfAP-2	5	AstA	5	np
Head	olfactory receptor neuron	Trf2	258	sNPF	258	np
Head	olfactory receptor neuron	Vsx1	5	AstA	5	np
Head	olfactory receptor neuron	Vsx2	10	AstA	10	np
Head	olfactory receptor neuron	bru3	5	AstA	5	np
Head	olfactory receptor neuron	crp	258	sNPF	258	np
Head	olfactory receptor neuron	cyc	175	sNPF	175	np
Head	olfactory receptor neuron	dimm	5	AstA	5	np
Head	olfactory receptor neuron	dimm	2	AstC	2	np
Head	olfactory receptor neuron	dimm	4	Crz	4	np
Head	olfactory receptor neuron	dimm	2	NPF	2	np
Head	olfactory receptor neuron	dimm	2	natalisin	2	np
Head	olfactory receptor neuron	dimm	258	sNPF	258	np
Head	olfactory receptor neuron	ey	258	sNPF	258	np
Head	olfactory receptor neuron	fkh	258	sNPF	258	np
Head	olfactory receptor neuron	ftz-f1	18	Capa	18	np
Head	olfactory receptor neuron	hth	10	AstA	10	np
Head	olfactory receptor neuron	hth	512	sNPF	512	np
Head	olfactory receptor neuron	luna	258	sNPF	258	np
Head	olfactory receptor neuron	onecut	369	sNPF	369	np
Head	olfactory receptor neuron	pb	258	sNPF	258	np
Head	olfactory receptor neuron	scrt	9	Capa	9	np
Head	olfactory receptor neuron	sima	258	sNPF	258	np
Head	olfactory receptor neuron	slou	258	sNPF	258	np
Head	olfactory receptor neuron	sr	4	AstC	4	np
Head	olfactory receptor neuron	sr	515	sNPF	515	np
Head	olfactory receptor neuron	svp	515	sNPF	515	np
Head	olfactory receptor neuron	toy	516	sNPF	516	np
Head	optic-lobe-associated cortex glial cell	Atac3	33	sNPF	33	np
Head	optic-lobe-associated cortex glial cell	BtbVII	36	sNPF	36	np
Head	optic-lobe-associated cortex glial cell	CG16779	5	AstA	5	np
Head	optic-lobe-associated cortex glial cell	CG16779	12	AstC	12	np
Head	optic-lobe-associated cortex glial cell	CG16779	36	sNPF	36	np
Head	optic-lobe-associated cortex glial cell	CG44247	10	AstA	10	np
Head	optic-lobe-associated cortex glial cell	CG44247	24	AstC	24	np
Head	optic-lobe-associated cortex glial cell	CG44247	6	FMRFa	6	np
Head	optic-lobe-associated cortex glial cell	CG44247	71	sNPF	71	np
Head	optic-lobe-associated cortex glial cell	Cf2	36	sNPF	36	np
Head	optic-lobe-associated cortex glial cell	Clk	36	sNPF	36	np
Head	optic-lobe-associated cortex glial cell	CrebB	36	sNPF	36	np
Head	optic-lobe-associated cortex glial cell	E2f1	12	AstC	12	np
Head	optic-lobe-associated cortex glial cell	E2f1	36	sNPF	36	np
Head	optic-lobe-associated cortex glial cell	Ets96B	3	NPF	3	np
Head	optic-lobe-associated cortex glial cell	Hr38	36	sNPF	36	np
Head	optic-lobe-associated cortex glial cell	Kdm4B	36	sNPF	36	np
Head	optic-lobe-associated cortex glial cell	Lim3	5	AstA	5	np
Head	optic-lobe-associated cortex glial cell	Lim3	36	sNPF	36	np
Head	optic-lobe-associated cortex glial cell	Mef2	53	sNPF	53	np
Head	optic-lobe-associated cortex glial cell	Mnt	12	AstC	12	np
Head	optic-lobe-associated cortex glial cell	Psi	36	sNPF	36	np
Head	optic-lobe-associated cortex glial cell	Rbp6	36	sNPF	36	np
Head	optic-lobe-associated cortex glial cell	Rfx	12	AstC	12	np
Head	optic-lobe-associated cortex glial cell	Rfx	3	NPF	3	np
Head	optic-lobe-associated cortex glial cell	Rfx	36	sNPF	36	np
Head	optic-lobe-associated cortex glial cell	Rx	5	AstA	5	np
Head	optic-lobe-associated cortex glial cell	Rx	3	NPF	3	np
Head	optic-lobe-associated cortex glial cell	SREBP	3	Capa	3	np
Head	optic-lobe-associated cortex glial cell	Scr	2	FMRFa	2	np
Head	optic-lobe-associated cortex glial cell	Six4	12	AstC	12	np
Head	optic-lobe-associated cortex glial cell	Six4	36	sNPF	36	np
Head	optic-lobe-associated cortex glial cell	Sox21a	36	sNPF	36	np
Head	optic-lobe-associated cortex glial cell	Tet	5	AstA	5	np
Head	optic-lobe-associated cortex glial cell	Tet	36	sNPF	36	np
Head	optic-lobe-associated cortex glial cell	TfAP-2	1	AstA	1	np
Head	optic-lobe-associated cortex glial cell	Trf2	36	sNPF	36	np
Head	optic-lobe-associated cortex glial cell	Vsx1	5	AstA	5	np
