tname	annotation	tfgenename	tfcount	npgenename	npcount	nprgenename	nprcount
Male reproductive glands	anterior ejaculatory duct	Atf6	1	AstA	1	AstA-R1	1
Male reproductive glands	anterior ejaculatory duct	Atf6	3	sNPF	3	sNPF-R	3
Male reproductive glands	anterior ejaculatory duct	Cf2	4	AstA	4	AstA-R1	4
Male reproductive glands	anterior ejaculatory duct	Cf2	12	sNPF	12	sNPF-R	12
Male reproductive glands	anterior ejaculatory duct	Hr78	1	AstA	1	AstA-R1	1
Male reproductive glands	anterior ejaculatory duct	Mitf	1	AstA	1	AstA-R1	1
Male reproductive glands	anterior ejaculatory duct	gsb	3	sNPF	3	sNPF-R	3
Male reproductive glands	anterior ejaculatory duct	gsb-n	3	sNPF	3	sNPF-R	3
Male reproductive glands	anterior ejaculatory duct	prd	12	sNPF	12	sNPF-R	12
Male reproductive glands	anterior ejaculatory duct	trx	3	sNPF	3	sNPF-R	3
Male reproductive glands	anterior ejaculatory duct	unc-4	12	sNPF	12	sNPF-R	12
Male reproductive glands	ejaculatory bulb	Abl	1	AstA	1	AstA-R1	1
Male reproductive glands	ejaculatory bulb	Atf3	1	AstA	1	AstA-R1	1
Male reproductive glands	ejaculatory bulb	Atf6	4	AstA	4	AstA-R1	4
Male reproductive glands	ejaculatory bulb	Cf2	1	AstA	1	AstA-R1	1
Male reproductive glands	ejaculatory bulb	Hr78	1	AstA	1	AstA-R1	1
Male reproductive glands	ejaculatory bulb	Mitf	1	AstA	1	AstA-R1	1
Male reproductive glands	male accessory gland main cell	Atf6	5	AstA	5	AstA-R2	5
Malpighian tubule	adult Malpighian tubule principal cell	Cf2	16	natalisin	16	TkR86C	16
Malpighian tubule	adult Malpighian tubule principal cell	ERR	16	natalisin	16	TkR86C	16
Malpighian tubule	adult Malpighian tubule principal cell	GATAd	16	natalisin	16	TkR86C	16
Malpighian tubule	adult Malpighian tubule principal cell	GATAe	16	natalisin	16	TkR86C	16
Malpighian tubule	adult Malpighian tubule principal cell	Hnf4	61	natalisin	61	TkR86C	61
Malpighian tubule	adult Malpighian tubule principal cell	Myc	16	natalisin	16	TkR86C	16
Malpighian tubule	adult Malpighian tubule principal cell	Pdp1	16	natalisin	16	TkR86C	16
Malpighian tubule	adult Malpighian tubule principal cell	kay	58	natalisin	58	TkR86C	58
Malpighian tubule	adult Malpighian tubule principal cell of initial segment	Cf2	3	natalisin	3	TkR86C	3
Malpighian tubule	adult Malpighian tubule principal cell of initial segment	ERR	3	natalisin	3	TkR86C	3
Malpighian tubule	adult Malpighian tubule principal cell of initial segment	GATAd	3	natalisin	3	TkR86C	3
Malpighian tubule	adult Malpighian tubule principal cell of initial segment	GATAe	3	natalisin	3	TkR86C	3
Malpighian tubule	adult Malpighian tubule principal cell of initial segment	Hnf4	9	natalisin	9	TkR86C	9
Malpighian tubule	adult Malpighian tubule principal cell of initial segment	Myc	3	natalisin	3	TkR86C	3
Malpighian tubule	adult Malpighian tubule principal cell of initial segment	Pdp1	3	natalisin	3	TkR86C	3
Malpighian tubule	adult Malpighian tubule principal cell of initial segment	kay	6	natalisin	6	TkR86C	6
Malpighian tubule	adult Malpighian tubule principal cell of lower segment	Cf2	20	natalisin	20	TkR86C	20
Malpighian tubule	adult Malpighian tubule principal cell of lower segment	ERR	20	natalisin	20	TkR86C	20
Malpighian tubule	adult Malpighian tubule principal cell of lower segment	GATAd	20	natalisin	20	TkR86C	20
Malpighian tubule	adult Malpighian tubule principal cell of lower segment	GATAe	20	natalisin	20	TkR86C	20
Malpighian tubule	adult Malpighian tubule principal cell of lower segment	Hnf4	80	natalisin	80	TkR86C	80
Malpighian tubule	adult Malpighian tubule principal cell of lower segment	Myc	20	natalisin	20	TkR86C	20
Malpighian tubule	adult Malpighian tubule principal cell of lower segment	Pdp1	20	natalisin	20	TkR86C	20
Malpighian tubule	adult Malpighian tubule principal cell of lower segment	kay	77	natalisin	77	TkR86C	77
Malpighian tubule	unannotated	Cf2	1	natalisin	1	TkR86C	1
Malpighian tubule	unannotated	ERR	1	natalisin	1	TkR86C	1
Malpighian tubule	unannotated	GATAd	1	natalisin	1	TkR86C	1
Malpighian tubule	unannotated	GATAe	1	natalisin	1	TkR86C	1
Malpighian tubule	unannotated	Hnf4	4	natalisin	4	TkR86C	4
Malpighian tubule	unannotated	Myc	1	natalisin	1	TkR86C	1
Malpighian tubule	unannotated	Pdp1	1	natalisin	1	TkR86C	1
Malpighian tubule	unannotated	kay	4	natalisin	4	TkR86C	4
Oenocyte	adult enterocyte	Trf2	1	AstA	1	AstA-R1	1
Oenocyte	adult enterocyte	Xbp1	4	AstA	4	AstA-R1	4
Oenocyte	adult fat body	Mef2	40	sNPF	40	sNPF-R	40
Oenocyte	adult fat body	Myc	28	sNPF	28	sNPF-R	28
Oenocyte	adult fat body	Trf2	3	AstA	3	AstA-R1	3
Oenocyte	adult fat body	Xbp1	9	AstA	9	AstA-R1	9
Oenocyte	adult fat body	foxo	40	sNPF	40	sNPF-R	40
Oenocyte	adult fat body	srp	40	sNPF	40	sNPF-R	40
Oenocyte	adult neuron	Mef2	4	sNPF	4	sNPF-R	4
Oenocyte	adult neuron	Myc	4	sNPF	4	sNPF-R	4
Oenocyte	adult neuron	foxo	4	sNPF	4	sNPF-R	4
Oenocyte	adult neuron	srp	4	sNPF	4	sNPF-R	4
Oenocyte	unannotated	Mef2	8	sNPF	8	sNPF-R	8
Oenocyte	unannotated	Myc	8	sNPF	8	sNPF-R	8
Oenocyte	unannotated	Trf2	2	AstA	2	AstA-R1	2
Oenocyte	unannotated	Xbp1	8	AstA	8	AstA-R1	8
Oenocyte	unannotated	foxo	8	sNPF	8	sNPF-R	8
Oenocyte	unannotated	srp	8	sNPF	8	sNPF-R	8
Ovary	choriogenic main body follicle cell and corpus luteum	Abl	1	AstA	1	AstA-R1	1
Ovary	choriogenic main body follicle cell and corpus luteum	Atf3	1	AstA	1	AstA-R1	1
Ovary	choriogenic main body follicle cell and corpus luteum	CrebB	1	AstA	1	AstA-R1	1
Ovary	choriogenic main body follicle cell and corpus luteum	Trf2	1	AstA	1	AstA-R1	1
Ovary	choriogenic main body follicle cell and corpus luteum	cnc	1	AstA	1	AstA-R1	1
Ovary	choriogenic main body follicle cell and corpus luteum	sd	4	AstA	4	AstA-R1	4
Ovary	dorsal appendage forming follicle cell	Abl	3	AstA	3	AstA-R1	3
Ovary	dorsal appendage forming follicle cell	Atf3	3	AstA	3	AstA-R1	3
Ovary	dorsal appendage forming follicle cell	CrebB	3	AstA	3	AstA-R1	3
Ovary	dorsal appendage forming follicle cell	Trf2	3	AstA	3	AstA-R1	3
Ovary	dorsal appendage forming follicle cell	cnc	3	AstA	3	AstA-R1	3
Ovary	dorsal appendage forming follicle cell	sd	12	AstA	12	AstA-R1	12
Ovary	unannotated	Abl	1	AstA	1	AstA-R1	1
Ovary	unannotated	Atf3	1	AstA	1	AstA-R1	1
Ovary	unannotated	CrebB	1	AstA	1	AstA-R1	1
Ovary	unannotated	Trf2	1	AstA	1	AstA-R1	1
Ovary	unannotated	cnc	1	AstA	1	AstA-R1	1
Ovary	unannotated	sd	1	AstA	1	AstA-R1	1
Proboscis	adult peripheral nervous system	BtbVII	62	sNPF	62	sNPF-R	62
Proboscis	adult peripheral nervous system	CG16779	62	sNPF	62	sNPF-R	62
Proboscis	adult peripheral nervous system	CG9650	12	AstC	12	AstC-R1	12
Proboscis	adult peripheral nervous system	CHES-1-like	62	sNPF	62	sNPF-R	62
Proboscis	adult peripheral nervous system	Ets96B	1	NPF	1	NPFR	1
Proboscis	adult peripheral nervous system	Mef2	62	sNPF	62	sNPF-R	62
Proboscis	adult peripheral nervous system	NfI	248	sNPF	248	sNPF-R	248
Proboscis	adult peripheral nervous system	Rbp6	62	sNPF	62	sNPF-R	62
Proboscis	adult peripheral nervous system	Rfx	62	sNPF	62	sNPF-R	62
Proboscis	adult peripheral nervous system	Trf2	62	sNPF	62	sNPF-R	62
Proboscis	adult peripheral nervous system	bru3	14	AstA	14	AstA-R1	14
Proboscis	adult peripheral nervous system	cg	62	sNPF	62	sNPF-R	62
Proboscis	adult peripheral nervous system	cnc	248	sNPF	248	sNPF-R	248
Proboscis	adult peripheral nervous system	onecut	10	AstC	10	AstC-R1	10
Proboscis	adult peripheral nervous system	onecut	62	sNPF	62	sNPF-R	62
Proboscis	adult peripheral nervous system	sr	34	AstC	34	AstC-R1	34
Proboscis	adult peripheral nervous system	vri	248	sNPF	248	sNPF-R	248
Proboscis	bitter-sensitive labellar taste bristle	BtbVII	3	sNPF	3	sNPF-R	3
Proboscis	bitter-sensitive labellar taste bristle	CG16779	3	sNPF	3	sNPF-R	3
Proboscis	bitter-sensitive labellar taste bristle	CHES-1-like	3	sNPF	3	sNPF-R	3
Proboscis	bitter-sensitive labellar taste bristle	Mef2	3	sNPF	3	sNPF-R	3
Proboscis	bitter-sensitive labellar taste bristle	NfI	12	sNPF	12	sNPF-R	12
Proboscis	bitter-sensitive labellar taste bristle	Rbp6	3	sNPF	3	sNPF-R	3
Proboscis	bitter-sensitive labellar taste bristle	Rfx	3	sNPF	3	sNPF-R	3
Proboscis	bitter-sensitive labellar taste bristle	Trf2	3	sNPF	3	sNPF-R	3
Proboscis	bitter-sensitive labellar taste bristle	cg	3	sNPF	3	sNPF-R	3
Proboscis	bitter-sensitive labellar taste bristle	cnc	12	sNPF	12	sNPF-R	12
Proboscis	bitter-sensitive labellar taste bristle	onecut	3	sNPF	3	sNPF-R	3
Proboscis	bitter-sensitive labellar taste bristle	vri	12	sNPF	12	sNPF-R	12
Proboscis	epithelial cell	bru3	1	AstA	1	AstA-R1	1
Proboscis	gustatory receptor neuron of the labellum	BtbVII	3	sNPF	3	sNPF-R	3
Proboscis	gustatory receptor neuron of the labellum	CG16779	3	sNPF	3	sNPF-R	3
Proboscis	gustatory receptor neuron of the labellum	CHES-1-like	3	sNPF	3	sNPF-R	3
Proboscis	gustatory receptor neuron of the labellum	Mef2	3	sNPF	3	sNPF-R	3
Proboscis	gustatory receptor neuron of the labellum	NfI	12	sNPF	12	sNPF-R	12
Proboscis	gustatory receptor neuron of the labellum	Rbp6	3	sNPF	3	sNPF-R	3
Proboscis	gustatory receptor neuron of the labellum	Rfx	3	sNPF	3	sNPF-R	3
Proboscis	gustatory receptor neuron of the labellum	Trf2	3	sNPF	3	sNPF-R	3
Proboscis	gustatory receptor neuron of the labellum	bru3	2	AstA	2	AstA-R1	2
Proboscis	gustatory receptor neuron of the labellum	cg	3	sNPF	3	sNPF-R	3
Proboscis	gustatory receptor neuron of the labellum	cnc	12	sNPF	12	sNPF-R	12
Proboscis	gustatory receptor neuron of the labellum	onecut	3	sNPF	3	sNPF-R	3
Proboscis	gustatory receptor neuron of the labellum	vri	12	sNPF	12	sNPF-R	12
Proboscis	labral sense organ mechanosensory neuron	BtbVII	3	sNPF	3	sNPF-R	3
Proboscis	labral sense organ mechanosensory neuron	CG16779	3	sNPF	3	sNPF-R	3
Proboscis	labral sense organ mechanosensory neuron	CHES-1-like	3	sNPF	3	sNPF-R	3
Proboscis	labral sense organ mechanosensory neuron	Mef2	3	sNPF	3	sNPF-R	3
Proboscis	labral sense organ mechanosensory neuron	NfI	12	sNPF	12	sNPF-R	12
Proboscis	labral sense organ mechanosensory neuron	Rbp6	3	sNPF	3	sNPF-R	3
Proboscis	labral sense organ mechanosensory neuron	Rfx	3	sNPF	3	sNPF-R	3
Proboscis	labral sense organ mechanosensory neuron	Trf2	3	sNPF	3	sNPF-R	3
Proboscis	labral sense organ mechanosensory neuron	cg	3	sNPF	3	sNPF-R	3
Proboscis	labral sense organ mechanosensory neuron	cnc	12	sNPF	12	sNPF-R	12
Proboscis	labral sense organ mechanosensory neuron	onecut	3	sNPF	3	sNPF-R	3
Proboscis	labral sense organ mechanosensory neuron	vri	12	sNPF	12	sNPF-R	12
Proboscis	maxillary palp olfactory receptor neuron	BtbVII	41	sNPF	41	sNPF-R	41
Proboscis	maxillary palp olfactory receptor neuron	CG16779	41	sNPF	41	sNPF-R	41
Proboscis	maxillary palp olfactory receptor neuron	CHES-1-like	41	sNPF	41	sNPF-R	41
Proboscis	maxillary palp olfactory receptor neuron	Mef2	41	sNPF	41	sNPF-R	41
Proboscis	maxillary palp olfactory receptor neuron	NfI	164	sNPF	164	sNPF-R	164
Proboscis	maxillary palp olfactory receptor neuron	Rbp6	41	sNPF	41	sNPF-R	41
Proboscis	maxillary palp olfactory receptor neuron	Rfx	41	sNPF	41	sNPF-R	41
Proboscis	maxillary palp olfactory receptor neuron	Trf2	41	sNPF	41	sNPF-R	41
Proboscis	maxillary palp olfactory receptor neuron	cg	41	sNPF	41	sNPF-R	41
Proboscis	maxillary palp olfactory receptor neuron	cnc	164	sNPF	164	sNPF-R	164
Proboscis	maxillary palp olfactory receptor neuron	onecut	41	sNPF	41	sNPF-R	41
Proboscis	maxillary palp olfactory receptor neuron	vri	164	sNPF	164	sNPF-R	164
Proboscis	muscle cell	BtbVII	1	sNPF	1	sNPF-R	1
Proboscis	muscle cell	CG16779	1	sNPF	1	sNPF-R	1
Proboscis	muscle cell	CHES-1-like	1	sNPF	1	sNPF-R	1
Proboscis	muscle cell	Mef2	1	sNPF	1	sNPF-R	1
Proboscis	muscle cell	NfI	4	sNPF	4	sNPF-R	4
Proboscis	muscle cell	Rbp6	1	sNPF	1	sNPF-R	1
Proboscis	muscle cell	Rfx	1	sNPF	1	sNPF-R	1
Proboscis	muscle cell	Trf2	1	sNPF	1	sNPF-R	1
Proboscis	muscle cell	cg	1	sNPF	1	sNPF-R	1
Proboscis	muscle cell	cnc	4	sNPF	4	sNPF-R	4
Proboscis	muscle cell	onecut	1	sNPF	1	sNPF-R	1
Proboscis	muscle cell	vri	4	sNPF	4	sNPF-R	4
Proboscis	peripheral glial cell	BtbVII	1	sNPF	1	sNPF-R	1
Proboscis	peripheral glial cell	CG16779	1	sNPF	1	sNPF-R	1
Proboscis	peripheral glial cell	CG9650	4	AstC	4	AstC-R1	4
Proboscis	peripheral glial cell	CHES-1-like	1	sNPF	1	sNPF-R	1
Proboscis	peripheral glial cell	Mef2	1	sNPF	1	sNPF-R	1
Proboscis	peripheral glial cell	NfI	4	sNPF	4	sNPF-R	4
Proboscis	peripheral glial cell	Rbp6	1	sNPF	1	sNPF-R	1
Proboscis	peripheral glial cell	Rfx	1	sNPF	1	sNPF-R	1
Proboscis	peripheral glial cell	Trf2	1	sNPF	1	sNPF-R	1
Proboscis	peripheral glial cell	cg	1	sNPF	1	sNPF-R	1
Proboscis	peripheral glial cell	cnc	4	sNPF	4	sNPF-R	4
Proboscis	peripheral glial cell	onecut	1	AstC	1	AstC-R1	1
Proboscis	peripheral glial cell	onecut	1	sNPF	1	sNPF-R	1
Proboscis	peripheral glial cell	sr	4	AstC	4	AstC-R1	4
Proboscis	peripheral glial cell	vri	4	sNPF	4	sNPF-R	4
Proboscis	photoreceptor	BtbVII	1	sNPF	1	sNPF-R	1
Proboscis	photoreceptor	CG16779	1	sNPF	1	sNPF-R	1
Proboscis	photoreceptor	CHES-1-like	1	sNPF	1	sNPF-R	1
Proboscis	photoreceptor	Mef2	1	sNPF	1	sNPF-R	1
Proboscis	photoreceptor	NfI	4	sNPF	4	sNPF-R	4
Proboscis	photoreceptor	Rbp6	1	sNPF	1	sNPF-R	1
Proboscis	photoreceptor	Rfx	1	sNPF	1	sNPF-R	1
Proboscis	photoreceptor	Trf2	1	sNPF	1	sNPF-R	1
Proboscis	photoreceptor	cg	1	sNPF	1	sNPF-R	1
Proboscis	photoreceptor	cnc	4	sNPF	4	sNPF-R	4
Proboscis	photoreceptor	onecut	1	sNPF	1	sNPF-R	1
Proboscis	photoreceptor	vri	4	sNPF	4	sNPF-R	4
Proboscis	unannotated	BtbVII	7	sNPF	7	sNPF-R	7
Proboscis	unannotated	CG16779	7	sNPF	7	sNPF-R	7
Proboscis	unannotated	CG9650	4	AstC	4	AstC-R1	4
Proboscis	unannotated	CHES-1-like	7	sNPF	7	sNPF-R	7
Proboscis	unannotated	Mef2	7	sNPF	7	sNPF-R	7
Proboscis	unannotated	NfI	28	sNPF	28	sNPF-R	28
Proboscis	unannotated	Rbp6	7	sNPF	7	sNPF-R	7
Proboscis	unannotated	Rfx	7	sNPF	7	sNPF-R	7
Proboscis	unannotated	Trf2	7	sNPF	7	sNPF-R	7
Proboscis	unannotated	cg	7	sNPF	7	sNPF-R	7
Proboscis	unannotated	cnc	28	sNPF	28	sNPF-R	28
Proboscis	unannotated	onecut	1	AstC	1	AstC-R1	1
Proboscis	unannotated	onecut	7	sNPF	7	sNPF-R	7
Proboscis	unannotated	sr	1	AstC	1	AstC-R1	1
Proboscis	unannotated	vri	28	sNPF	28	sNPF-R	28
Testis	adult neuron	Trf2	2	AstA	2	AstA-R1	2
Testis	cyst cell branch b	Trf2	1	AstA	1	AstA-R1	1
Testis	cyst cell intermediate	Trf2	1	AstA	1	AstA-R1	1
Testis	early-mid elongation-stage spermatid	Trf2	1	AstA	1	AstA-R1	1
Testis	hemocyte	Trf2	1	AstA	1	AstA-R1	1
Testis	late primary spermatocyte	Trf2	3	AstA	3	AstA-R1	3
Testis	male gonad associated epithelium	Trf2	1	AstA	1	AstA-R1	1
Testis	maturing primary spermatocyte	Trf2	1	AstA	1	AstA-R1	1
Testis	spermatocyte	Trf2	32	AstA	32	AstA-R1	32
Testis	spermatocyte	Trf2	1	Pdf	1	Pdfr	1
Testis	spermatocyte 1	Trf2	3	AstA	3	AstA-R1	3
Testis	spermatocyte 2	Trf2	7	AstA	7	AstA-R1	7
Testis	spermatocyte 2	Trf2	1	Pdf	1	Pdfr	1
Testis	spermatocyte 3	Trf2	24	AstA	24	AstA-R1	24
Testis	spermatocyte 3	Trf2	1	Pdf	1	Pdfr	1
Testis	spermatocyte 4	Trf2	68	AstA	68	AstA-R1	68
Testis	spermatocyte 4	Trf2	1	Pdf	1	Pdfr	1
Testis	spermatocyte 5	Trf2	51	AstA	51	AstA-R1	51
Testis	spermatocyte 5	Trf2	1	Pdf	1	Pdfr	1
Testis	spermatocyte 6	Trf2	25	AstA	25	AstA-R1	25
Testis	spermatocyte 6	Trf2	1	Pdf	1	Pdfr	1
Testis	spermatocyte 7a	Trf2	4	AstA	4	AstA-R1	4
Testis	spermatogonium	Trf2	1	AstA	1	AstA-R1	1
Testis	unannotated	Trf2	1	AstA	1	AstA-R1	1
Trachea	adult tracheal cell	Lim3	1	AstA	1	AstA-R1	1
Trachea	adult tracheal cell	onecut	1	AstA	1	AstA-R1	1
Trachea	btl-GAL4 positive female cell, likely to be ovary cell, sim+	Lim3	2	AstA	2	AstA-R1	2
Trachea	btl-GAL4 positive female cell, likely to be ovary cell, sim+	onecut	2	AstA	2	AstA-R1	2
Trachea	unannotated	Lim3	4	AstA	4	AstA-R1	4
Trachea	unannotated	NfI	1	AstA	1	AstA-R2	1
Trachea	unannotated	onecut	4	AstA	4	AstA-R1	4
Wing	gustatory receptor neuron	grh	1	Crz	1	CrzR	1
Wing	gustatory receptor neuron	kay	1	Crz	1	CrzR	1
Wing	nociceptive neuron	Pdp1	1	sNPF	1	sNPF-R	1
Wing	nociceptive neuron	Trf2	1	sNPF	1	sNPF-R	1
Wing	nociceptive neuron	cg	1	sNPF	1	sNPF-R	1
Wing	nociceptive neuron	crp	1	sNPF	1	sNPF-R	1
Wing	nociceptive neuron	onecut	1	sNPF	1	sNPF-R	1
Wing	unannotated	Pdp1	4	sNPF	4	sNPF-R	4
Wing	unannotated	Trf2	4	sNPF	4	sNPF-R	4
Wing	unannotated	cg	2	sNPF	2	sNPF-R	2
Wing	unannotated	crp	4	sNPF	4	sNPF-R	4
Wing	unannotated	grh	13	Crz	13	CrzR	13
Wing	unannotated	kay	13	Crz	13	CrzR	13
Wing	unannotated	onecut	4	sNPF	4	sNPF-R	4
