tname	annotation	tfgenename	tfcount	rgenename	rcount	nprttype
Head	adult brain cell body glial cell	acj6	2	sNPF-R	2	npr
Head	adult brain cell body glial cell	aop	2	AstA-R1	2	npr
Head	adult brain cell body glial cell	Argk	1	AstC-R1	1	npr
Head	adult brain cell body glial cell	Atac3	2	sNPF-R	2	npr
Head	adult brain cell body glial cell	bigmax	2	sNPF-R	2	npr
Head	adult brain cell body glial cell	bru3	2	AstA-R1	2	npr
Head	adult brain cell body glial cell	bru3	1	AstC-R1	1	npr
Head	adult brain cell body glial cell	bru3	4	Pdfr	4	npr
Head	adult brain cell body glial cell	bru3	2	sNPF-R	2	npr
Head	adult brain cell body glial cell	bs	2	AstA-R1	2	npr
Head	adult brain cell body glial cell	bsh	2	AstA-R1	2	npr
Head	adult brain cell body glial cell	BtbVII	4	Pdfr	4	npr
Head	adult brain cell body glial cell	Cf2	2	sNPF-R	2	npr
Head	adult brain cell body glial cell	CG16779	2	AstA-R1	2	npr
Head	adult brain cell body glial cell	CG16779	4	Pdfr	4	npr
Head	adult brain cell body glial cell	CG16779	2	sNPF-R	2	npr
Head	adult brain cell body glial cell	CG44247	8	Pdfr	8	npr
Head	adult brain cell body glial cell	CG44247	4	sNPF-R	4	npr
Head	adult brain cell body glial cell	CG9727	2	sNPF-R	2	npr
Head	adult brain cell body glial cell	CHES-1-like	2	AstA-R1	2	npr
Head	adult brain cell body glial cell	Clk	2	AstA-R1	2	npr
Head	adult brain cell body glial cell	cnc	2	sNPF-R	2	npr
Head	adult brain cell body glial cell	CrebB	4	Pdfr	4	npr
Head	adult brain cell body glial cell	CrebB	2	sNPF-R	2	npr
Head	adult brain cell body glial cell	crp	2	AstA-R1	2	npr
Head	adult brain cell body glial cell	crp	2	sNPF-R	2	npr
Head	adult brain cell body glial cell	cwo	4	AstA-R1	4	npr
Head	adult brain cell body glial cell	D	4	Pdfr	4	npr
Head	adult brain cell body glial cell	dsx	2	AstA-R1	2	npr
Head	adult brain cell body glial cell	Eip74EF	1	AstC-R1	1	npr
Head	adult brain cell body glial cell	Ets65A	2	AstC-R1	2	npr
Head	adult brain cell body glial cell	ey	2	AstA-R1	2	npr
Head	adult brain cell body glial cell	FoxP	4	AstA-R1	4	npr
Head	adult brain cell body glial cell	FoxP	2	AstC-R1	2	npr
Head	adult brain cell body glial cell	grn	4	AstA-R1	4	npr
Head	adult brain cell body glial cell	hth	4	AstA-R1	4	npr
Head	adult brain cell body glial cell	hth	8	Pdfr	8	npr
Head	adult brain cell body glial cell	hth	4	sNPF-R	4	npr
Head	adult brain cell body glial cell	kay	1	AstC-R1	1	npr
Head	adult brain cell body glial cell	Kdm4B	4	Pdfr	4	npr
Head	adult brain cell body glial cell	Kr	2	sNPF-R	2	npr
Head	adult brain cell body glial cell	Lmx1a	2	sNPF-R	2	npr
Head	adult brain cell body glial cell	luna	2	AstA-R1	2	npr
Head	adult brain cell body glial cell	luna	4	Pdfr	4	npr
Head	adult brain cell body glial cell	luna	2	sNPF-R	2	npr
Head	adult brain cell body glial cell	maf-S	2	sNPF-R	2	npr
Head	adult brain cell body glial cell	Mef2	4	AstA-R1	4	npr
Head	adult brain cell body glial cell	Mef2	8	Pdfr	8	npr
Head	adult brain cell body glial cell	Mef2	4	sNPF-R	4	npr
Head	adult brain cell body glial cell	Mondo	4	Pdfr	4	npr
Head	adult brain cell body glial cell	nej	4	sNPF-R	4	npr
Head	adult brain cell body glial cell	oc	1	AstC-R1	1	npr
Head	adult brain cell body glial cell	onecut	4	AstA-R1	4	npr
Head	adult brain cell body glial cell	onecut	2	AstC-R1	2	npr
Head	adult brain cell body glial cell	onecut	7	Pdfr	7	npr
Head	adult brain cell body glial cell	onecut	4	sNPF-R	4	npr
Head	adult brain cell body glial cell	otp	2	AstA-R1	2	npr
Head	adult brain cell body glial cell	pan	2	AstA-R1	2	npr
Head	adult brain cell body glial cell	pan	4	Pdfr	4	npr
Head	adult brain cell body glial cell	peb	1	AstC-R1	1	npr
Head	adult brain cell body glial cell	pros	2	AstA-R1	2	npr
Head	adult brain cell body glial cell	Psi	2	AstA-R1	2	npr
Head	adult brain cell body glial cell	Psi	1	AstC-R1	1	npr
Head	adult brain cell body glial cell	Psi	2	sNPF-R	2	npr
Head	adult brain cell body glial cell	Rbp6	2	AstA-R1	2	npr
Head	adult brain cell body glial cell	Rbp6	1	AstC-R1	1	npr
Head	adult brain cell body glial cell	Rbp6	4	Pdfr	4	npr
Head	adult brain cell body glial cell	Rbp6	2	sNPF-R	2	npr
Head	adult brain cell body glial cell	Rfx	4	Pdfr	4	npr
Head	adult brain cell body glial cell	Rfx	2	sNPF-R	2	npr
Head	adult brain cell body glial cell	Rx	2	AstA-R1	2	npr
Head	adult brain cell body glial cell	sd	2	AstA-R1	2	npr
Head	adult brain cell body glial cell	sima	2	AstA-R1	2	npr
Head	adult brain cell body glial cell	sima	4	Pdfr	4	npr
Head	adult brain cell body glial cell	sima	2	sNPF-R	2	npr
Head	adult brain cell body glial cell	Sox102F	2	AstC-R1	2	npr
Head	adult brain cell body glial cell	Sox21b	7	Pdfr	7	npr
Head	adult brain cell body glial cell	SoxN	2	AstC-R1	2	npr
Head	adult brain cell body glial cell	SoxN	8	Pdfr	8	npr
Head	adult brain cell body glial cell	Spps	4	Pdfr	4	npr
Head	adult brain cell body glial cell	sr	4	AstA-R1	4	npr
Head	adult brain cell body glial cell	sr	8	Pdfr	8	npr
Head	adult brain cell body glial cell	sr	4	sNPF-R	4	npr
Head	adult brain cell body glial cell	sv	4	Pdfr	4	npr
Head	adult brain cell body glial cell	svp	7	Pdfr	7	npr
Head	adult brain cell body glial cell	svp	4	sNPF-R	4	npr
Head	adult brain cell body glial cell	Tet	2	AstA-R1	2	npr
Head	adult brain cell body glial cell	Tet	2	sNPF-R	2	npr
Head	adult brain cell body glial cell	tj	2	AstA-R1	2	npr
Head	adult brain cell body glial cell	Trf2	4	Pdfr	4	npr
Head	adult brain cell body glial cell	Trf2	2	sNPF-R	2	npr
Head	adult brain cell body glial cell	trx	2	sNPF-R	2	npr
Head	adult brain cell body glial cell	usp	2	sNPF-R	2	npr
Head	adult brain cell body glial cell	Vsx1	1	AstC-R1	1	npr
Head	adult brain cell body glial cell	vvl	4	sNPF-R	4	npr
Head	adult brain cell body glial cell	Xbp1	2	sNPF-R	2	npr
Head	adult brain perineurial glial cell	achi	50	AstC-R2	50	npr
Head	adult brain perineurial glial cell	acj6	466	sNPF-R	466	npr
Head	adult brain perineurial glial cell	aop	195	AstA-R1	195	npr
Head	adult brain perineurial glial cell	Argk	77	AstC-R1	77	npr
Head	adult brain perineurial glial cell	Argk	23	SIFaR	23	npr
Head	adult brain perineurial glial cell	Atac3	236	sNPF-R	236	npr
Head	adult brain perineurial glial cell	B-H2	106	CrzR	106	npr
Head	adult brain perineurial glial cell	BEAF-32	11	SIFaR	11	npr
Head	adult brain perineurial glial cell	bigmax	465	sNPF-R	465	npr
Head	adult brain perineurial glial cell	bru3	195	AstA-R1	195	npr
Head	adult brain perineurial glial cell	bru3	77	AstC-R1	77	npr
Head	adult brain perineurial glial cell	bru3	52	AstC-R2	52	npr
Head	adult brain perineurial glial cell	bru3	1	CapaR	1	npr
Head	adult brain perineurial glial cell	bru3	149	CrzR	149	npr
Head	adult brain perineurial glial cell	bru3	45	FMRFaR	45	npr
Head	adult brain perineurial glial cell	bru3	118	Pdfr	118	npr
Head	adult brain perineurial glial cell	bru3	23	SIFaR	23	npr
Head	adult brain perineurial glial cell	bru3	466	sNPF-R	466	npr
Head	adult brain perineurial glial cell	bs	195	AstA-R1	195	npr
Head	adult brain perineurial glial cell	bsh	192	AstA-R1	192	npr
Head	adult brain perineurial glial cell	BtbVII	118	Pdfr	118	npr
Head	adult brain perineurial glial cell	BtbVII	23	SIFaR	23	npr
Head	adult brain perineurial glial cell	Cf2	23	SIFaR	23	npr
Head	adult brain perineurial glial cell	Cf2	466	sNPF-R	466	npr
Head	adult brain perineurial glial cell	CG16779	195	AstA-R1	195	npr
Head	adult brain perineurial glial cell	CG16779	118	Pdfr	118	npr
Head	adult brain perineurial glial cell	CG16779	23	SIFaR	23	npr
Head	adult brain perineurial glial cell	CG16779	466	sNPF-R	466	npr
Head	adult brain perineurial glial cell	CG32532	52	AstC-R2	52	npr
Head	adult brain perineurial glial cell	CG44247	85	FMRFaR	85	npr
Head	adult brain perineurial glial cell	CG44247	229	Pdfr	229	npr
Head	adult brain perineurial glial cell	CG44247	44	SIFaR	44	npr
Head	adult brain perineurial glial cell	CG44247	917	sNPF-R	917	npr
Head	adult brain perineurial glial cell	CG9727	466	sNPF-R	466	npr
Head	adult brain perineurial glial cell	CHES-1-like	195	AstA-R1	195	npr
Head	adult brain perineurial glial cell	CHES-1-like	52	AstC-R2	52	npr
Head	adult brain perineurial glial cell	CHES-1-like	45	FMRFaR	45	npr
Head	adult brain perineurial glial cell	Clk	195	AstA-R1	195	npr
Head	adult brain perineurial glial cell	Clk	45	FMRFaR	45	npr
Head	adult brain perineurial glial cell	Clk	13	NPFR	13	npr
Head	adult brain perineurial glial cell	Clk	23	SIFaR	23	npr
Head	adult brain perineurial glial cell	cnc	149	CrzR	149	npr
Head	adult brain perineurial glial cell	cnc	466	sNPF-R	466	npr
Head	adult brain perineurial glial cell	CrebA	2	PK1-R	2	npr
Head	adult brain perineurial glial cell	CrebB	118	Pdfr	118	npr
Head	adult brain perineurial glial cell	CrebB	466	sNPF-R	466	npr
Head	adult brain perineurial glial cell	crp	195	AstA-R1	195	npr
Head	adult brain perineurial glial cell	crp	52	AstC-R2	52	npr
Head	adult brain perineurial glial cell	crp	466	sNPF-R	466	npr
Head	adult brain perineurial glial cell	crp	13	TkR86C	13	npr
Head	adult brain perineurial glial cell	cwo	389	AstA-R1	389	npr
Head	adult brain perineurial glial cell	CycT	38	FMRFaR	38	npr
Head	adult brain perineurial glial cell	D	118	Pdfr	118	npr
Head	adult brain perineurial glial cell	Dbx	45	FMRFaR	45	npr
Head	adult brain perineurial glial cell	Dif	149	CrzR	149	npr
Head	adult brain perineurial glial cell	dimm	52	AstC-R2	52	npr
Head	adult brain perineurial glial cell	dimm	13	NPFR	13	npr
Head	adult brain perineurial glial cell	Dll	149	CrzR	149	npr
Head	adult brain perineurial glial cell	Dp	23	SIFaR	23	npr
Head	adult brain perineurial glial cell	dsx	195	AstA-R1	195	npr
Head	adult brain perineurial glial cell	E2f1	52	AstC-R2	52	npr
Head	adult brain perineurial glial cell	E2f1	23	SIFaR	23	npr
Head	adult brain perineurial glial cell	E5	149	CrzR	149	npr
Head	adult brain perineurial glial cell	Eip74EF	77	AstC-R1	77	npr
Head	adult brain perineurial glial cell	Eip74EF	23	SIFaR	23	npr
Head	adult brain perineurial glial cell	ems	147	CrzR	147	npr
Head	adult brain perineurial glial cell	Ets65A	95	AstC-R1	95	npr
Head	adult brain perineurial glial cell	Ets65A	59	AstC-R2	59	npr
Head	adult brain perineurial glial cell	Ets65A	26	SIFaR	26	npr
Head	adult brain perineurial glial cell	exd	12	SIFaR	12	npr
Head	adult brain perineurial glial cell	ey	195	AstA-R1	195	npr
Head	adult brain perineurial glial cell	fkh	23	SIFaR	23	npr
Head	adult brain perineurial glial cell	fkh	13	TkR86C	13	npr
Head	adult brain perineurial glial cell	FoxK	33	SIFaR	33	npr
Head	adult brain perineurial glial cell	FoxP	284	AstA-R1	284	npr
Head	adult brain perineurial glial cell	FoxP	103	AstC-R1	103	npr
Head	adult brain perineurial glial cell	FoxP	60	FMRFaR	60	npr
Head	adult brain perineurial glial cell	grh	149	CrzR	149	npr
Head	adult brain perineurial glial cell	grh	2	PK1-R	2	npr
Head	adult brain perineurial glial cell	grn	308	AstA-R1	308	npr
Head	adult brain perineurial glial cell	Hnf4	149	CrzR	149	npr
Head	adult brain perineurial glial cell	Hr3	32	SIFaR	32	npr
Head	adult brain perineurial glial cell	Hr38	42	FMRFaR	42	npr
Head	adult brain perineurial glial cell	hth	374	AstA-R1	374	npr
Head	adult brain perineurial glial cell	hth	103	AstC-R2	103	npr
Head	adult brain perineurial glial cell	hth	277	CrzR	277	npr
Head	adult brain perineurial glial cell	hth	87	FMRFaR	87	npr
Head	adult brain perineurial glial cell	hth	25	NPFR	25	npr
Head	adult brain perineurial glial cell	hth	226	Pdfr	226	npr
Head	adult brain perineurial glial cell	hth	45	SIFaR	45	npr
Head	adult brain perineurial glial cell	hth	894	sNPF-R	894	npr
Head	adult brain perineurial glial cell	jigr1	12	TkR86C	12	npr
Head	adult brain perineurial glial cell	kay	77	AstC-R1	77	npr
Head	adult brain perineurial glial cell	Kdm4B	45	FMRFaR	45	npr
Head	adult brain perineurial glial cell	Kdm4B	118	Pdfr	118	npr
Head	adult brain perineurial glial cell	Kdm4B	23	SIFaR	23	npr
Head	adult brain perineurial glial cell	klu	146	CrzR	146	npr
Head	adult brain perineurial glial cell	Kr	52	AstC-R2	52	npr
Head	adult brain perineurial glial cell	Kr	45	FMRFaR	45	npr
Head	adult brain perineurial glial cell	Kr	466	sNPF-R	466	npr
Head	adult brain perineurial glial cell	Lmx1a	466	sNPF-R	466	npr
Head	adult brain perineurial glial cell	luna	195	AstA-R1	195	npr
Head	adult brain perineurial glial cell	luna	52	AstC-R2	52	npr
Head	adult brain perineurial glial cell	luna	118	Pdfr	118	npr
Head	adult brain perineurial glial cell	luna	23	SIFaR	23	npr
Head	adult brain perineurial glial cell	luna	466	sNPF-R	466	npr
Head	adult brain perineurial glial cell	luna	13	TkR86C	13	npr
Head	adult brain perineurial glial cell	maf-S	451	sNPF-R	451	npr
Head	adult brain perineurial glial cell	Mef2	321	AstA-R1	321	npr
Head	adult brain perineurial glial cell	Mef2	17	NPFR	17	npr
Head	adult brain perineurial glial cell	Mef2	202	Pdfr	202	npr
Head	adult brain perineurial glial cell	Mef2	37	SIFaR	37	npr
Head	adult brain perineurial glial cell	Mef2	885	sNPF-R	885	npr
Head	adult brain perineurial glial cell	Mef2	22	TkR86C	22	npr
Head	adult brain perineurial glial cell	Mondo	117	Pdfr	117	npr
Head	adult brain perineurial glial cell	nej	27	SIFaR	27	npr
Head	adult brain perineurial glial cell	nej	731	sNPF-R	731	npr
Head	adult brain perineurial glial cell	oc	77	AstC-R1	77	npr
Head	adult brain perineurial glial cell	oc	23	SIFaR	23	npr
Head	adult brain perineurial glial cell	Oli	13	TkR86C	13	npr
Head	adult brain perineurial glial cell	onecut	306	AstA-R1	306	npr
Head	adult brain perineurial glial cell	onecut	118	AstC-R1	118	npr
Head	adult brain perineurial glial cell	onecut	75	AstC-R2	75	npr
Head	adult brain perineurial glial cell	onecut	19	NPFR	19	npr
Head	adult brain perineurial glial cell	onecut	188	Pdfr	188	npr
Head	adult brain perineurial glial cell	onecut	32	SIFaR	32	npr
Head	adult brain perineurial glial cell	onecut	830	sNPF-R	830	npr
Head	adult brain perineurial glial cell	onecut	21	TkR86C	21	npr
Head	adult brain perineurial glial cell	otp	195	AstA-R1	195	npr
Head	adult brain perineurial glial cell	pan	195	AstA-R1	195	npr
Head	adult brain perineurial glial cell	pan	1	AstA-R2	1	npr
Head	adult brain perineurial glial cell	pan	45	FMRFaR	45	npr
Head	adult brain perineurial glial cell	pan	118	Pdfr	118	npr
Head	adult brain perineurial glial cell	pb	149	CrzR	149	npr
Head	adult brain perineurial glial cell	peb	77	AstC-R1	77	npr
Head	adult brain perineurial glial cell	pho	48	AstC-R2	48	npr
Head	adult brain perineurial glial cell	pros	195	AstA-R1	195	npr
Head	adult brain perineurial glial cell	pros	13	TkR86C	13	npr
Head	adult brain perineurial glial cell	Psi	195	AstA-R1	195	npr
Head	adult brain perineurial glial cell	Psi	77	AstC-R1	77	npr
Head	adult brain perineurial glial cell	Psi	52	AstC-R2	52	npr
Head	adult brain perineurial glial cell	Psi	45	FMRFaR	45	npr
Head	adult brain perineurial glial cell	Psi	13	NPFR	13	npr
Head	adult brain perineurial glial cell	Psi	23	SIFaR	23	npr
Head	adult brain perineurial glial cell	Psi	466	sNPF-R	466	npr
Head	adult brain perineurial glial cell	Psi	13	TkR86C	13	npr
Head	adult brain perineurial glial cell	Rbp6	195	AstA-R1	195	npr
Head	adult brain perineurial glial cell	Rbp6	77	AstC-R1	77	npr
Head	adult brain perineurial glial cell	Rbp6	52	AstC-R2	52	npr
Head	adult brain perineurial glial cell	Rbp6	45	FMRFaR	45	npr
Head	adult brain perineurial glial cell	Rbp6	118	Pdfr	118	npr
Head	adult brain perineurial glial cell	Rbp6	23	SIFaR	23	npr
Head	adult brain perineurial glial cell	Rbp6	466	sNPF-R	466	npr
Head	adult brain perineurial glial cell	Rbp6	13	TkR86C	13	npr
Head	adult brain perineurial glial cell	Rel	149	CrzR	149	npr
Head	adult brain perineurial glial cell	Rel	2	PK1-R	2	npr
Head	adult brain perineurial glial cell	Rfx	52	AstC-R2	52	npr
Head	adult brain perineurial glial cell	Rfx	13	NPFR	13	npr
Head	adult brain perineurial glial cell	Rfx	118	Pdfr	118	npr
Head	adult brain perineurial glial cell	Rfx	466	sNPF-R	466	npr
Head	adult brain perineurial glial cell	Rfx	13	TkR86C	13	npr
Head	adult brain perineurial glial cell	rump	23	SIFaR	23	npr
Head	adult brain perineurial glial cell	Rx	195	AstA-R1	195	npr
Head	adult brain perineurial glial cell	Scr	143	CrzR	143	npr
Head	adult brain perineurial glial cell	sd	195	AstA-R1	195	npr
Head	adult brain perineurial glial cell	sima	195	AstA-R1	195	npr
Head	adult brain perineurial glial cell	sima	45	FMRFaR	45	npr
Head	adult brain perineurial glial cell	sima	118	Pdfr	118	npr
Head	adult brain perineurial glial cell	sima	466	sNPF-R	466	npr
Head	adult brain perineurial glial cell	Six4	13	TkR86C	13	npr
Head	adult brain perineurial glial cell	slou	52	AstC-R2	52	npr
Head	adult brain perineurial glial cell	slp1	1	AstA-R2	1	npr
Head	adult brain perineurial glial cell	Sox102F	95	AstC-R1	95	npr
Head	adult brain perineurial glial cell	Sox21b	172	Pdfr	172	npr
Head	adult brain perineurial glial cell	SoxN	132	AstC-R1	132	npr
Head	adult brain perineurial glial cell	SoxN	209	Pdfr	209	npr
Head	adult brain perineurial glial cell	SoxN	37	SIFaR	37	npr
Head	adult brain perineurial glial cell	Spps	111	Pdfr	111	npr
Head	adult brain perineurial glial cell	sr	346	AstA-R1	346	npr
Head	adult brain perineurial glial cell	sr	74	FMRFaR	74	npr
Head	adult brain perineurial glial cell	sr	22	NPFR	22	npr
Head	adult brain perineurial glial cell	sr	215	Pdfr	215	npr
Head	adult brain perineurial glial cell	sr	41	SIFaR	41	npr
Head	adult brain perineurial glial cell	sr	889	sNPF-R	889	npr
Head	adult brain perineurial glial cell	sr	23	TkR86C	23	npr
Head	adult brain perineurial glial cell	ss	4	PK1-R	4	npr
Head	adult brain perineurial glial cell	Stat92E	13	NPFR	13	npr
Head	adult brain perineurial glial cell	sv	118	Pdfr	118	npr
Head	adult brain perineurial glial cell	svp	16	NPFR	16	npr
Head	adult brain perineurial glial cell	svp	179	Pdfr	179	npr
Head	adult brain perineurial glial cell	svp	849	sNPF-R	849	npr
Head	adult brain perineurial glial cell	Tet	195	AstA-R1	195	npr
Head	adult brain perineurial glial cell	Tet	1	AstA-R2	1	npr
Head	adult brain perineurial glial cell	Tet	52	AstC-R2	52	npr
Head	adult brain perineurial glial cell	Tet	13	NPFR	13	npr
Head	adult brain perineurial glial cell	Tet	23	SIFaR	23	npr
Head	adult brain perineurial glial cell	Tet	466	sNPF-R	466	npr
Head	adult brain perineurial glial cell	TfAP-2	3	NPFR	3	npr
Head	adult brain perineurial glial cell	tj	195	AstA-R1	195	npr
Head	adult brain perineurial glial cell	tj	1	AstA-R2	1	npr
Head	adult brain perineurial glial cell	Trf2	52	AstC-R2	52	npr
Head	adult brain perineurial glial cell	Trf2	118	Pdfr	118	npr
Head	adult brain perineurial glial cell	Trf2	23	SIFaR	23	npr
Head	adult brain perineurial glial cell	Trf2	466	sNPF-R	466	npr
Head	adult brain perineurial glial cell	Trf2	13	TkR86C	13	npr
Head	adult brain perineurial glial cell	trx	23	SIFaR	23	npr
Head	adult brain perineurial glial cell	trx	466	sNPF-R	466	npr
Head	adult brain perineurial glial cell	usp	466	sNPF-R	466	npr
Head	adult brain perineurial glial cell	vri	46	SIFaR	46	npr
Head	adult brain perineurial glial cell	Vsx1	76	AstC-R1	76	npr
Head	adult brain perineurial glial cell	vvl	889	sNPF-R	889	npr
Head	adult brain perineurial glial cell	Xbp1	149	CrzR	149	npr
Head	adult brain perineurial glial cell	Xbp1	466	sNPF-R	466	npr
Head	adult brain perineurial glial cell	zfh2	1	AstA-R2	1	npr
Head	adult fat body	achi	3	AstC-R2	3	npr
Head	adult fat body	acj6	4	sNPF-R	4	npr
Head	adult fat body	aop	8	AstA-R1	8	npr
Head	adult fat body	Argk	3	AstC-R1	3	npr
Head	adult fat body	Atac3	4	sNPF-R	4	npr
Head	adult fat body	bigmax	4	sNPF-R	4	npr
Head	adult fat body	bru3	8	AstA-R1	8	npr
Head	adult fat body	bru3	3	AstC-R1	3	npr
Head	adult fat body	bru3	3	AstC-R2	3	npr
Head	adult fat body	bru3	1	CrzR	1	npr
Head	adult fat body	bru3	1	FMRFaR	1	npr
Head	adult fat body	bru3	20	Pdfr	20	npr
Head	adult fat body	bru3	4	sNPF-R	4	npr
Head	adult fat body	bs	8	AstA-R1	8	npr
Head	adult fat body	bsh	8	AstA-R1	8	npr
Head	adult fat body	BtbVII	20	Pdfr	20	npr
Head	adult fat body	Cf2	4	sNPF-R	4	npr
Head	adult fat body	CG16779	8	AstA-R1	8	npr
Head	adult fat body	CG16779	20	Pdfr	20	npr
Head	adult fat body	CG16779	4	sNPF-R	4	npr
Head	adult fat body	CG32532	3	AstC-R2	3	npr
Head	adult fat body	CG44247	2	FMRFaR	2	npr
Head	adult fat body	CG44247	37	Pdfr	37	npr
Head	adult fat body	CG44247	8	sNPF-R	8	npr
Head	adult fat body	CG9727	4	sNPF-R	4	npr
Head	adult fat body	CHES-1-like	8	AstA-R1	8	npr
Head	adult fat body	CHES-1-like	3	AstC-R2	3	npr
Head	adult fat body	CHES-1-like	1	FMRFaR	1	npr
Head	adult fat body	Clk	8	AstA-R1	8	npr
Head	adult fat body	Clk	1	FMRFaR	1	npr
Head	adult fat body	cnc	1	CrzR	1	npr
Head	adult fat body	cnc	4	sNPF-R	4	npr
Head	adult fat body	CrebB	20	Pdfr	20	npr
Head	adult fat body	CrebB	4	sNPF-R	4	npr
Head	adult fat body	crp	8	AstA-R1	8	npr
Head	adult fat body	crp	3	AstC-R2	3	npr
Head	adult fat body	crp	4	sNPF-R	4	npr
Head	adult fat body	crp	1	TkR86C	1	npr
Head	adult fat body	cwo	16	AstA-R1	16	npr
Head	adult fat body	CycT	1	FMRFaR	1	npr
Head	adult fat body	D	20	Pdfr	20	npr
Head	adult fat body	Dbx	1	FMRFaR	1	npr
Head	adult fat body	Dif	1	CrzR	1	npr
Head	adult fat body	dimm	3	AstC-R2	3	npr
Head	adult fat body	Dll	1	CrzR	1	npr
Head	adult fat body	dsx	8	AstA-R1	8	npr
Head	adult fat body	E2f1	3	AstC-R2	3	npr
Head	adult fat body	E5	1	CrzR	1	npr
Head	adult fat body	Eip74EF	3	AstC-R1	3	npr
Head	adult fat body	ems	1	CrzR	1	npr
Head	adult fat body	Ets65A	3	AstC-R1	3	npr
Head	adult fat body	Ets65A	4	AstC-R2	4	npr
Head	adult fat body	ey	8	AstA-R1	8	npr
Head	adult fat body	fkh	1	TkR86C	1	npr
Head	adult fat body	FoxP	9	AstA-R1	9	npr
Head	adult fat body	FoxP	3	AstC-R1	3	npr
Head	adult fat body	FoxP	1	FMRFaR	1	npr
Head	adult fat body	grh	1	CrzR	1	npr
Head	adult fat body	grn	12	AstA-R1	12	npr
Head	adult fat body	Hnf4	1	CrzR	1	npr
Head	adult fat body	Hr38	1	FMRFaR	1	npr
Head	adult fat body	hth	16	AstA-R1	16	npr
Head	adult fat body	hth	6	AstC-R2	6	npr
Head	adult fat body	hth	2	CrzR	2	npr
Head	adult fat body	hth	2	FMRFaR	2	npr
Head	adult fat body	hth	40	Pdfr	40	npr
Head	adult fat body	hth	8	sNPF-R	8	npr
Head	adult fat body	jigr1	1	TkR86C	1	npr
Head	adult fat body	kay	3	AstC-R1	3	npr
Head	adult fat body	Kdm4B	1	FMRFaR	1	npr
Head	adult fat body	Kdm4B	20	Pdfr	20	npr
Head	adult fat body	klu	1	CrzR	1	npr
Head	adult fat body	Kr	3	AstC-R2	3	npr
Head	adult fat body	Kr	1	FMRFaR	1	npr
Head	adult fat body	Kr	4	sNPF-R	4	npr
Head	adult fat body	Lmx1a	4	sNPF-R	4	npr
Head	adult fat body	luna	8	AstA-R1	8	npr
Head	adult fat body	luna	3	AstC-R2	3	npr
Head	adult fat body	luna	20	Pdfr	20	npr
Head	adult fat body	luna	4	sNPF-R	4	npr
Head	adult fat body	luna	1	TkR86C	1	npr
Head	adult fat body	maf-S	4	sNPF-R	4	npr
Head	adult fat body	Mef2	11	AstA-R1	11	npr
Head	adult fat body	Mef2	30	Pdfr	30	npr
Head	adult fat body	Mef2	5	sNPF-R	5	npr
Head	adult fat body	Mef2	1	TkR86C	1	npr
Head	adult fat body	Mondo	20	Pdfr	20	npr
Head	adult fat body	nej	6	sNPF-R	6	npr
Head	adult fat body	oc	3	AstC-R1	3	npr
Head	adult fat body	Oli	1	TkR86C	1	npr
Head	adult fat body	onecut	9	AstA-R1	9	npr
Head	adult fat body	onecut	3	AstC-R1	3	npr
Head	adult fat body	onecut	3	AstC-R2	3	npr
Head	adult fat body	onecut	26	Pdfr	26	npr
Head	adult fat body	onecut	4	sNPF-R	4	npr
Head	adult fat body	onecut	1	TkR86C	1	npr
Head	adult fat body	otp	8	AstA-R1	8	npr
Head	adult fat body	pan	8	AstA-R1	8	npr
Head	adult fat body	pan	1	FMRFaR	1	npr
Head	adult fat body	pan	20	Pdfr	20	npr
Head	adult fat body	pb	1	CrzR	1	npr
Head	adult fat body	peb	3	AstC-R1	3	npr
Head	adult fat body	pho	3	AstC-R2	3	npr
Head	adult fat body	pros	8	AstA-R1	8	npr
Head	adult fat body	pros	1	TkR86C	1	npr
Head	adult fat body	Psi	8	AstA-R1	8	npr
Head	adult fat body	Psi	3	AstC-R1	3	npr
Head	adult fat body	Psi	3	AstC-R2	3	npr
Head	adult fat body	Psi	1	FMRFaR	1	npr
Head	adult fat body	Psi	4	sNPF-R	4	npr
Head	adult fat body	Psi	1	TkR86C	1	npr
Head	adult fat body	Rbp6	8	AstA-R1	8	npr
Head	adult fat body	Rbp6	3	AstC-R1	3	npr
Head	adult fat body	Rbp6	3	AstC-R2	3	npr
Head	adult fat body	Rbp6	1	FMRFaR	1	npr
Head	adult fat body	Rbp6	20	Pdfr	20	npr
Head	adult fat body	Rbp6	4	sNPF-R	4	npr
Head	adult fat body	Rbp6	1	TkR86C	1	npr
Head	adult fat body	Rel	1	CrzR	1	npr
Head	adult fat body	Rfx	3	AstC-R2	3	npr
Head	adult fat body	Rfx	20	Pdfr	20	npr
Head	adult fat body	Rfx	4	sNPF-R	4	npr
Head	adult fat body	Rfx	1	TkR86C	1	npr
Head	adult fat body	Rx	8	AstA-R1	8	npr
Head	adult fat body	Scr	1	CrzR	1	npr
Head	adult fat body	sd	8	AstA-R1	8	npr
Head	adult fat body	sima	8	AstA-R1	8	npr
Head	adult fat body	sima	1	FMRFaR	1	npr
Head	adult fat body	sima	20	Pdfr	20	npr
Head	adult fat body	sima	4	sNPF-R	4	npr
Head	adult fat body	Six4	1	TkR86C	1	npr
Head	adult fat body	slou	3	AstC-R2	3	npr
Head	adult fat body	Sox102F	3	AstC-R1	3	npr
Head	adult fat body	Sox21b	28	Pdfr	28	npr
