tname	rgenename	tgenename
Proboscis	CCHa2	Atf3,bab1,Cf2,CG17802,CHES-1-like,CrebA,CrebB,crp,cwo,CycT,da,FoxK,foxo,Hnf4,kn,Mef2,Mitf,Mondo,Myc,Sox102F,SREBP,srp,svp,TFAM,Trf2,Xbp1
Proboscis	CNMa	E2f1,fkh,grn,Hr3,Hsf,ind,Kr,mio,Mitf,Mondo,nej,Sox14,srp,sug,Vsx2
Proboscis	Crz	REPTOR-BP
Proboscis	Dh31	Atf6,C15,CG16779,exex,Hr3,kn,Lim3,NfI,onecut,pad,sr,vtd
Proboscis	Dh44	Atf6,bru3,cg,CG16779,da,E2f1,onecut,pdm2,pho,Rbp6,Rx,S2P,sr
Proboscis	ETH	Xbp1
Proboscis	FMRFa	Lim1,onecut,pho,Rx,Sox102F
Proboscis	Gpb5	Abd-B,Rfx
Proboscis	Hug	Atf6,bru3,byn,CG16779,CG17802,CG2116,E2f1,EcR,NK7.1,onecut,opa,otp,Ptx1,RunxB,Sidpn
Proboscis	Ilp1	gl,toy
Proboscis	Ilp2	sr
Proboscis	Ilp4	SoxN
Proboscis	Ilp6	cbt,Cf2,CHES-1-like,CrebA,crp,E2f1,FoxK,foxo,Hnf4,kay,Mef2,Mitf,Mondo,Myc,srp,svp
Proboscis	Ilp7	bsh,CG16779,lms,Rfx,zfh2
Proboscis	Ilp8	croc,fkh,H15
Proboscis	Lk	ewg,Mondo
Proboscis	Lst	Atf3,CHES-1-like,crc,CrebB,crp,Doc1,E2f1,foxo,Mef2,Myc,NK7.1,Pdp1,Sox14,srp,svp,TFAM,Trf2,trx,Xbp1
Proboscis	Mip	Awh,bru3,caup,Ets65A,ewg,kn,onecut,ss,zfh2
Proboscis	Ms	da
Proboscis	NPF	Ets96B,Lim1,Rx
Proboscis	Nplp1	Atf6,BtbVII,CG16779,cnc,crp,Ets98B,fkh,foxo,HLH3B,Mef2,onecut,ovo,pho,Rbp6,Rx,sr,Trf2
Proboscis	Pdf	Rel
Proboscis	Proc	Abl,Atf6,Blimp-1,bru3,bs,BtbVII,CG16779,CHES-1-like,Cnot4,CTCF,E2f1,hth,Kr,Mef2,nej,NfI,onecut,Rbp6,Rfx,rn,SoxN,ss,Trf2,vri,vtd
Proboscis	Tk	bru3,bsh,BtbVII,byn,CG16779,Dbx,fkh,Hnf4,Mef2,NfI,Rbp6,scro,TfAP-2
Proboscis	Trissin	Tbp,toy
Proboscis	natalisin	Atf3,bowl,Cf2,CHES-1-like,crc,CrebA,CrebB,Dif,dysf,emc,foxo,grh,Hnf4,kay,Mef2,pb,Pdp1,Rel,Xbp1
Proboscis	sNPF	aop,bs,BtbVII,cg,CG16779,CG17802,CG5245,CHES-1-like,cnc,CrebA,Dfd,dimm,Ets98B,ey,foxo,Hnf4,Hsf,inv,Mef2,NfI,onecut,pb,peb,pnt,Rbp6,REPTOR-BP,Rfx,slp1,slp2,sr,ss,Trf2,vri
Testis	Acp26Aa	Xbp1
Testis	Akh	Dp,Trf2
Testis	AstA	Dp,Trf2,Xbp1
Testis	CCAP	slp2
Testis	CCHa1	org-1
Testis	CCHa2	Rel,Xbp1
Testis	CNMa	Cnx99A,REPTOR-BP
Testis	Dh31	cnc,Trf2
Testis	Dh44	CG11294,Trf2
Testis	FMRFa	Trf2
Testis	Hug	Cnx99A
Testis	Ilp3	slp1,slp2
Testis	Ilp6	bin,srp
Testis	Ilp7	Abl
Testis	Ilp8	Mef2
Testis	Lst	Atf3,Mef2,Mondo,Xbp1
Testis	Mip	Cnx99A,Trf2,Xbp1
Testis	Pdf	Mef2,Trf2
Testis	Tk	Mef2
Testis	natalisin	Atf3,Dll,Hr78,kay,Sox14,srp,Xbp1
Testis	sNPF	Rel,srp,Trf2
Trachea	Acp26Aa	lbl,sd,zen
Trachea	Akh	CG14667
Trachea	AstA	Lim3,NfI,onecut,Vsx1
Trachea	AstC	CG16779,SoxN
Trachea	CCAP	crc,oc
Trachea	CCHa1	abd-A,Atf3,Dif,Doc1,Doc2,grh,Hnf4
Trachea	CCHa2	Cf2,CHES-1-like,Dif,foxo,Pdp1,Sox14,SREBP,srp,svp
Trachea	CNMa	abd-A,sug,svp
Trachea	Capa	oc
Trachea	Dh31	acj6,CG16779,onecut,SoxN,sr
Trachea	Dh44	acj6,B-H2,CG16779,CG8319,croc,gt,onecut
Trachea	Dsk	Atf3
Trachea	ETH	CrebB,Dref,E2f1,E2f2,Rbf
Trachea	FMRFa	onecut,slou
Trachea	Hug	CG16779
Trachea	Ilp4	ro
Trachea	Ilp6	Abl,BtbVII,Cf2,CHES-1-like,crp,foxo,Hnf4,jim,Mef2,srp,svp,Trf2
Trachea	Ilp7	Abl,Cf2,CHES-1-like,crc,jim,Mef2
Trachea	Ilp8	CG42741,CrebB,Dp,grh,kay,mor,Myc,pnt,sd,srp
Trachea	Lst	Cf2,Pdp1,ro,srp,svp
Trachea	Mip	CG11294,CG16779,onecut,pb,sr
Trachea	Nplp1	CG16779,NfI,Six4,zfh1
Trachea	Proc	bs,CG16779,NfI,onecut,slou
Trachea	Ptth	Mef2,Mitf,Sox21b
Trachea	Tk	acj6,NfI
Trachea	natalisin	Atf3,Cf2,CHES-1-like,crc,CrebB,crp,Dp,E2f1,kay,Mef2,pnt,REPTOR-BP,Sox100B,Sox14,srp,vri
Trachea	sNPF	acj6,CG11294,Ets96B,ey,NfI,onecut,Optix,sr
Wing	Acp26Aa	abd-A,Coop,lms,pnt,prd,srp
Wing	Akh	Atf3,Cf2,CHES-1-like,crc,CrebB,grh,Hnf4,Jra,kay,mid,Rel,RpII215,Trf2,Xbp1
Wing	AstA	E5,en,Optix
Wing	CCAP	Atf3,cad,cg,CG11294,grh,grn,Jra,kay,Mef2,Pdp1,REPTOR-BP,sd,Sox14,trx
Wing	CCHa1	CG9727,ci,cnc,Dr,eve,grh,Hnf4,kay,Mef2,Rel,RpII215,schlank,Sox14,ss,svp,vri,vtd
Wing	CCHa2	CG9727,foxo,Hnf4,Mitf,Mondo,Sox14,SoxN,srp,svp,tj,Trf2,vtd
Wing	Crz	Abl,Blimp-1,Eip74EF,grh,HLH54F,Hr78,kay,RpII215
Wing	Dh31	BEAF-32,D,onecut,Rx
Wing	Dh44	dar1,gt,Lim3,onecut,Trf2,tup
Wing	Dsk	crp,kay,RpII215,Xbp1
Wing	ETH	Atf3,grh,kay
Wing	Gpb5	Atf3,E2f2,kay,Xbp1
Wing	Hug	da,fkh,OdsH,onecut,peb,Sidpn,ss,svp
Wing	Ilp2	en,kay,Lim3,RpII215,usp
Wing	Ilp6	Atf3,Cf2,Mondo,repo,slp1,slp2,srp,svp,twi
Wing	Ilp7	emc,fkh,jim,svp,Trf2
Wing	Ilp8	Atf6,ci,CrebA,Eip74EF,grh,HGTX,kay,lbl,Myc,Rel,RpII215,sd,vri,Xbp1
Wing	Lst	Cf2,CHES-1-like,crp,ERR,Hnf4,Mitf,Mondo,srp,svp,Trf2
Wing	Ms	abd-A,Kah,pnt,prd,twi
Wing	NPF	Atf3,bs,CG6769,crc,CrebA,CrebB,Dr,grh,kay,kni,Mef2,mid,Mondo,mor,Myc,NFAT,Rel,REPTOR-BP,Sox14,Xbp1
Wing	Nplp1	crc,CrebB,Lim3,Mef2,onecut,Pdp1,sr,ss,Trf2,Xbp1
Wing	Pdf	cad
Wing	Proc	Abl,Atf3,BEAF-32,Blimp-1,bs,crc,CrebB,crp,E2f1,fkh,Hsf,jim,Jra,kay,Mef2,mor,onecut,peb,REPTOR-BP,Trf2,tup,Usf,usp,vnd,Xbp1
Wing	Tk	BEAF-32,Dlip3,onecut,peb
Wing	natalisin	Atf6,bs,Clk,cnc,CrebA,dysf,en,grh,Hnf4,Hr78,kay,Mad,Mef2,Mitf,Myc,NFAT,Pc,Rel,Trf2,vri,Xbp1
Wing	sNPF	Atf6,cg,CG11294,CG44247,CHES-1-like,CrebB,crp,da,emc,grn,Lim1,Lim3,lmd,NfI,OdsH,onecut,Pdp1,peb,sr,Trf2
